ts_kst,parking_id,cell_cnt,park_count,compet_occ_500,compet_n_500,target_occ_pct
2026-09-04 16:45:32+09:00,20,170,148,,0,87.05882352941177
2026-09-04 16:50:32+09:00,20,170,147,,0,86.47058823529412
2026-09-04 16:55:32+09:00,20,170,147,,0,86.47058823529412
2026-09-04 17:00:32+09:00,20,170,142,,0,83.52941176470588
2026-09-04 17:05:33+09:00,20,170,143,,0,84.11764705882354
2026-09-04 17:10:33+09:00,20,170,144,,0,84.70588235294117
2026-09-04 17:15:32+09:00,20,170,144,,0,84.70588235294117
2026-09-04 17:20:32+09:00,20,170,142,,0,83.52941176470588
2026-09-04 17:25:32+09:00,20,170,141,,0,82.94117647058825
2026-09-04 17:30:34+09:00,20,170,141,,0,82.94117647058825
2026-09-04 17:35:35+09:00,20,170,143,,0,84.11764705882354
2026-09-04 17:40:35+09:00,20,170,143,,0,84.11764705882354
2026-09-04 17:45:34+09:00,20,170,140,,0,82.35294117647058
2026-09-04 17:50:32+09:00,20,170,140,,0,82.35294117647058
2026-09-04 17:55:33+09:00,20,170,139,,0,81.76470588235294
2026-09-04 18:00:32+09:00,20,170,140,,0,82.35294117647058
2026-09-04 18:05:32+09:00,20,170,141,,0,82.94117647058825
2026-09-04 18:10:34+09:00,20,170,140,,0,82.35294117647058
2026-09-04 18:15:32+09:00,20,170,138,,0,81.17647058823529
2026-09-04 18:20:32+09:00,20,170,138,,0,81.17647058823529
2026-09-04 18:25:32+09:00,20,170,139,,0,81.76470588235294
2026-09-04 18:30:32+09:00,20,170,141,,0,82.94117647058825
2026-09-04 18:35:32+09:00,20,170,137,,0,80.58823529411765
2026-09-04 18:40:35+09:00,20,170,133,,0,78.23529411764706
2026-09-04 18:45:35+09:00,20,170,132,,0,77.64705882352942
2026-09-04 18:50:33+09:00,20,170,133,,0,78.23529411764706
2026-09-04 18:55:34+09:00,20,170,136,,0,80.0
2026-09-04 19:00:34+09:00,20,170,136,,0,80.0
2026-09-04 19:05:32+09:00,20,170,134,,0,78.82352941176471
2026-09-04 19:10:33+09:00,20,170,135,,0,79.41176470588235
2026-09-04 19:15:32+09:00,20,170,133,,0,78.23529411764706
2026-09-04 19:20:32+09:00,20,170,133,,0,78.23529411764706
2026-09-04 19:25:32+09:00,20,170,133,,0,78.23529411764706
2026-09-04 19:30:32+09:00,20,170,132,,0,77.64705882352942
2026-09-04 19:35:33+09:00,20,170,127,,0,74.70588235294117
2026-09-04 19:40:35+09:00,20,170,130,,0,76.47058823529412
2026-09-04 19:45:32+09:00,20,170,129,,0,75.88235294117646
2026-09-04 19:50:33+09:00,20,170,128,,0,75.29411764705883
2026-09-04 19:55:34+09:00,20,170,127,,0,74.70588235294117
2026-09-04 20:00:32+09:00,20,170,127,,0,74.70588235294117
2026-09-04 20:05:33+09:00,20,170,128,,0,75.29411764705883
2026-09-04 20:10:32+09:00,20,170,130,,0,76.47058823529412
2026-09-04 20:15:32+09:00,20,170,130,,0,76.47058823529412
2026-09-04 20:20:33+09:00,20,170,136,,0,80.0
2026-09-04 20:25:33+09:00,20,170,139,,0,81.76470588235294
2026-09-04 20:30:33+09:00,20,170,139,,0,81.76470588235294
