fold,horizon,segment,n,n_interval,inside,coverage,avg_width,status,ml_mae,persistence_mae
1,360,운영외·주말,0,0,0,,,unavailable,,
2,15,전체,15126,15126,12045,0.7963109877032923,7.094685601940591,pass,2.337942881294213,2.415963820268207
2,15,운영중,8019,8019,6400,0.7981045018082055,9.146363522253798,pass,3.091514568860723,3.154756350113918
2,15,운영외,7107,7107,5645,0.7942873223582384,4.779727779653883,pass,1.4876697192573696,1.5823663393574499
2,15,평일,15126,15126,12045,0.7963109877032923,7.094685601940591,pass,2.337942881294213,2.415963820268207
2,15,주말,0,0,0,,,unavailable,,
2,15,운영중·평일,8019,8019,6400,0.7981045018082055,9.146363522253798,pass,3.091514568860723,3.154756350113918
2,15,운영중·주말,0,0,0,,,unavailable,,
2,15,운영외·평일,7107,7107,5645,0.7942873223582384,4.779727779653883,pass,1.4876697192573696,1.5823663393574499
2,15,운영외·주말,0,0,0,,,unavailable,,
2,30,전체,14904,14904,11650,0.7816693505099302,10.10661161922484,pass,3.3483445872200366,3.8350098944182247
2,30,운영중,7962,7962,6336,0.7957799547852299,12.802659594490194,pass,4.234215400415207,4.707225555976657
2,30,운영외,6942,6942,5314,0.7654854508787093,7.014428677844439,fail,2.3323112517749283,2.8346380855262288
2,30,평일,14904,14904,11650,0.7816693505099302,10.10661161922484,pass,3.3483445872200366,3.8350098944182247
2,30,주말,0,0,0,,,unavailable,,
2,30,운영중·평일,7962,7962,6336,0.7957799547852299,12.802659594490194,pass,4.234215400415207,4.707225555976657
2,30,운영중·주말,0,0,0,,,unavailable,,
2,30,운영외·평일,6942,6942,5314,0.7654854508787093,7.014428677844439,fail,2.3323112517749283,2.8346380855262288
2,30,운영외·주말,0,0,0,,,unavailable,,
2,60,전체,14460,14460,11288,0.7806362378976487,14.070101228013124,pass,4.670236659534235,6.162438586793484
2,60,운영중,7848,7848,6218,0.7923037716615698,16.959206756864724,pass,5.436071770094392,6.97319985195338
2,60,운영외,6612,6612,5070,0.7667876588021778,10.64092697053772,fail,3.761241809613469,5.200119408182645
2,60,평일,14460,14460,11288,0.7806362378976487,14.070101228013124,pass,4.670236659534235,6.162438586793484
2,60,주말,0,0,0,,,unavailable,,
2,60,운영중·평일,7848,7848,6218,0.7923037716615698,16.959206756864724,pass,5.436071770094392,6.97319985195338
2,60,운영중·주말,0,0,0,,,unavailable,,
2,60,운영외·평일,6612,6612,5070,0.7667876588021778,10.64092697053772,fail,3.761241809613469,5.200119408182645
2,60,운영외·주말,0,0,0,,,unavailable,,
2,120,전체,13716,13716,10596,0.7725284339457568,19.570703294183197,pass,6.594067317671548,10.293322636723369
2,120,운영중,7632,7632,5912,0.7746331236897275,21.958329317904333,pass,7.004073757887661,10.950427663207533
2,120,운영외,6084,6084,4684,0.7698882314266929,16.575574791053725,fail,6.079739712193345,9.469025207050924
2,120,평일,13716,13716,10596,0.7725284339457568,19.570703294183197,pass,6.594067317671548,10.293322636723369
2,120,주말,0,0,0,,,unavailable,,
2,120,운영중·평일,7632,7632,5912,0.7746331236897275,21.958329317904333,pass,7.004073757887661,10.950427663207533
2,120,운영중·주말,0,0,0,,,unavailable,,
2,120,운영외·평일,6084,6084,4684,0.7698882314266929,16.575574791053725,fail,6.079739712193345,9.469025207050924
2,120,운영외·주말,0,0,0,,,unavailable,,
2,240,전체,12120,12120,9106,0.7513201320132014,25.194155099055507,fail,8.351961574860441,16.893315807362715
2,240,운영중,7032,7032,5168,0.7349260523321957,25.818923704365083,fail,8.634290875317546,17.631644037377207
2,240,운영외,5088,5088,3938,0.7739779874213837,24.330677734170113,pass,7.961761173756989,15.872890470597401
2,240,평일,12120,12120,9106,0.7513201320132014,25.194155099055507,fail,8.351961574860441,16.893315807362715
2,240,주말,0,0,0,,,unavailable,,
2,240,운영중·평일,7032,7032,5168,0.7349260523321957,25.818923704365083,fail,8.634290875317546,17.631644037377207
2,240,운영중·주말,0,0,0,,,unavailable,,
2,240,운영외·평일,5088,5088,3938,0.7739779874213837,24.330677734170113,pass,7.961761173756989,15.872890470597401
2,240,운영외·주말,0,0,0,,,unavailable,,
2,360,전체,10524,10524,7820,0.7430634739642722,27.69232004640891,fail,9.098627117578081,23.3942123253143
2,360,운영중,6396,6396,4617,0.7218574108818011,27.953896542960333,fail,9.266966603717373,24.048877489274172
2,360,운영외,4128,4128,3203,0.7759205426356589,27.28702855611266,pass,8.837798785856444,22.379861940457854
2,360,평일,10524,10524,7820,0.7430634739642722,27.69232004640891,fail,9.098627117578081,23.3942123253143
2,360,주말,0,0,0,,,unavailable,,
2,360,운영중·평일,6396,6396,4617,0.7218574108818011,27.953896542960333,fail,9.266966603717373,24.048877489274172
2,360,운영중·주말,0,0,0,,,unavailable,,
2,360,운영외·평일,4128,4128,3203,0.7759205426356589,27.28702855611266,pass,8.837798785856444,22.379861940457854
2,360,운영외·주말,0,0,0,,,unavailable,,
3,15,전체,12031,0,0,,,unavailable,2.0039720666990704,2.065270381110732
3,15,운영중,2623,0,0,,,unavailable,2.080681809705311,2.160098443983977
3,15,운영외,9408,0,0,,,unavailable,1.9825849859268159,2.0388318172378024
3,15,평일,0,0,0,,,unavailable,,
3,15,주말,12031,0,0,,,unavailable,2.0039720666990704,2.065270381110732
3,15,운영중·평일,0,0,0,,,unavailable,,
3,15,운영중·주말,2623,0,0,,,unavailable,2.080681809705311,2.160098443983977
3,15,운영외·평일,0,0,0,,,unavailable,,
3,15,운영외·주말,9408,0,0,,,unavailable,1.9825849859268159,2.0388318172378024
3,30,전체,11814,0,0,,,unavailable,3.1633798974218124,3.320839716754494
3,30,운영중,2600,0,0,,,unavailable,3.591530411044996,3.534848536023276
3,30,운영외,9214,0,0,,,unavailable,3.042564688454993,3.260450859569901
3,30,평일,0,0,0,,,unavailable,,
3,30,주말,11814,0,0,,,unavailable,3.1633798974218124,3.320839716754494
3,30,운영중·평일,0,0,0,,,unavailable,,
3,30,운영중·주말,2600,0,0,,,unavailable,3.591530411044996,3.534848536023276
3,30,운영외·평일,0,0,0,,,unavailable,,
3,30,운영외·주말,9214,0,0,,,unavailable,3.042564688454993,3.260450859569901
3,60,전체,11385,0,0,,,unavailable,5.506539394802108,5.553019306110504
3,60,운영중,2556,0,0,,,unavailable,6.904169245543555,5.8548436664081605
3,60,운영외,8829,0,0,,,unavailable,5.101924840662893,5.4656409999692865
3,60,평일,0,0,0,,,unavailable,,
3,60,주말,11385,0,0,,,unavailable,5.506539394802108,5.553019306110504
3,60,운영중·평일,0,0,0,,,unavailable,,
3,60,운영중·주말,2556,0,0,,,unavailable,6.904169245543555,5.8548436664081605
3,60,운영외·평일,0,0,0,,,unavailable,,
3,60,운영외·주말,8829,0,0,,,unavailable,5.101924840662893,5.4656409999692865
3,120,전체,10703,0,0,,,unavailable,8.433822620049261,9.209967731241287
3,120,운영중,2461,0,0,,,unavailable,10.093454069890141,9.664171383630089
3,120,운영외,8242,0,0,,,unavailable,7.938268992524584,9.074345893273701
3,120,평일,0,0,0,,,unavailable,,
3,120,주말,10703,0,0,,,unavailable,8.433822620049261,9.209967731241287
3,120,운영중·평일,0,0,0,,,unavailable,,
3,120,운영중·주말,2461,0,0,,,unavailable,10.093454069890141,9.664171383630089
3,120,운영외·평일,0,0,0,,,unavailable,,
3,120,운영외·주말,8242,0,0,,,unavailable,7.938268992524584,9.074345893273701
3,240,전체,9584,0,0,,,unavailable,11.521601646837764,14.71846039996351
3,240,운영중,2396,0,0,,,unavailable,14.191746678610002,15.411514620747578
3,240,운영외,7188,0,0,,,unavailable,10.631553302913687,14.487442326368818
3,240,평일,0,0,0,,,unavailable,,
3,240,주말,9584,0,0,,,unavailable,11.521601646837764,14.71846039996351
3,240,운영중·평일,0,0,0,,,unavailable,,
3,240,운영중·주말,2396,0,0,,,unavailable,14.191746678610002,15.411514620747578
3,240,운영외·평일,0,0,0,,,unavailable,,
3,240,운영외·주말,7188,0,0,,,unavailable,10.631553302913687,14.487442326368818
3,360,전체,8474,0,0,,,unavailable,13.788269926402256,19.320921764237635
3,360,운영중,2273,0,0,,,unavailable,19.21387341279968,20.826599628117446
3,360,운영외,6201,0,0,,,unavailable,11.79949445074005,18.76900984928863
3,360,평일,0,0,0,,,unavailable,,
3,360,주말,8474,0,0,,,unavailable,13.788269926402256,19.320921764237635
3,360,운영중·평일,0,0,0,,,unavailable,,
3,360,운영중·주말,2273,0,0,,,unavailable,19.21387341279968,20.826599628117446
3,360,운영외·평일,0,0,0,,,unavailable,,
3,360,운영외·주말,6201,0,0,,,unavailable,11.79949445074005,18.76900984928863
4,15,전체,11862,11862,9739,0.8210251222390827,5.853972282055975,pass,1.6624234948743017,1.7198577184570139
4,15,운영중,2754,2754,2213,0.8035584604212055,7.533333475823223,pass,2.3162010433214637,2.3979353083361166
4,15,운영외,9108,9108,7526,0.8263065436978481,5.346181249157974,pass,1.46473976975095,1.5148263523473247
4,15,평일,0,0,0,,,unavailable,,
4,15,주말,11862,11862,9739,0.8210251222390827,5.853972282055975,pass,1.6624234948743017,1.7198577184570139
4,15,운영중·평일,0,0,0,,,unavailable,,
4,15,운영중·주말,2754,2754,2213,0.8035584604212055,7.533333475823223,pass,2.3162010433214637,2.3979353083361166
4,15,운영외·평일,0,0,0,,,unavailable,,
4,15,운영외·주말,9108,9108,7526,0.8263065436978481,5.346181249157974,pass,1.46473976975095,1.5148263523473247
4,30,전체,11676,11676,9401,0.8051558752997602,8.675921418911333,pass,2.7429812781527656,2.8690776893668453
4,30,운영중,2724,2724,2108,0.7738619676945668,10.996846435458172,pass,3.8756719828892985,3.9699047566641137
4,30,운영외,8952,8952,7293,0.8146782841823056,7.969688203420539,pass,2.398315339848218,2.5341075227763894
4,30,평일,0,0,0,,,unavailable,,
4,30,주말,11676,11676,9401,0.8051558752997602,8.675921418911333,pass,2.7429812781527656,2.8690776893668453
4,30,운영중·평일,0,0,0,,,unavailable,,
4,30,운영중·주말,2724,2724,2108,0.7738619676945668,10.996846435458172,pass,3.8756719828892985,3.9699047566641137
4,30,운영외·평일,0,0,0,,,unavailable,,
