horizon,row_set,parking_id,n,ml_mae,evaluable,passes
60,core,171,228,11.347123762962232,True,False
60,core,172,204,2.938429303628535,True,True
60,core,181,1175,2.9420864749703126,True,True
60,core,182,1175,5.253654166402232,True,True
60,core,183,1175,7.844988826345542,True,True
60,core,201,1175,5.265251936574203,True,True
60,core,241,321,11.649045973736996,True,False
60,core,261,321,9.342348246622027,True,True
60,core,262,321,11.318147247446444,True,False
60,core,401,1175,6.241276694519396,True,True
60,core,421,1175,4.293763037217882,True,True
60,core,441,1175,4.440800540792022,True,True
60,core,461,1175,5.444765693292894,True,True
60,core,521,1175,2.066074589483786,True,True
60,core,522,1175,1.5496259715129612,True,True
60,all,7,315,0.8266508798644682,True,True
60,all,8,557,3.6327908476442308,True,True
60,all,9,557,2.5738737120246467,True,True
60,all,10,557,2.6989790465260106,True,True
60,all,11,557,4.714574586072099,True,True
60,all,12,557,1.9845425600976685,True,True
60,all,13,557,4.796303900927534,True,True
60,all,14,143,1.5874159616232175,True,True
60,all,16,557,1.7116304758279526,True,True
60,all,17,557,2.1350798579124457,True,True
60,all,18,557,3.2762973772606068,True,True
60,all,20,557,2.68860381807965,True,True
60,all,21,557,2.7408166207944387,True,True
60,all,22,188,6.686621726841562,True,True
60,all,23,133,3.5394997947065256,True,True
60,all,24,557,3.4055080238503583,True,True
60,all,25,557,4.880523248829539,True,True
60,all,26,508,6.770641592661982,True,True
60,all,27,557,2.214839432156314,True,True
60,all,28,557,3.5198082216958824,True,True
60,all,29,557,7.613729652106077,True,True
60,all,30,557,12.423682631334529,True,False
60,all,31,557,2.7633961021112214,True,True
60,all,33,557,5.871557677213222,True,True
60,all,34,557,2.7063383165001533,True,True
60,all,36,557,2.882627188620704,True,True
60,all,37,557,2.0964896696138346,True,True
60,all,38,557,3.7573344513997053,True,True
60,all,39,557,2.84906677895689,True,True
60,all,40,557,5.872595092292081,True,True
60,all,42,557,4.4178348723577905,True,True
60,all,48,303,10.242074002151034,True,False
60,all,52,139,4.664689929454439,True,True
60,all,53,310,5.232671776528002,True,True
60,all,56,197,8.595691276084306,True,True
60,all,81,557,5.905404903899761,True,True
60,all,82,557,1.844100532917308,True,True
60,all,106,557,3.8688823871864026,True,True
60,all,108,557,5.080642708395703,True,True
60,all,112,557,5.6002761087751605,True,True
60,all,121,557,3.5569479320309463,True,True
60,all,161,184,10.092495090570104,True,False
60,all,162,182,12.653571022507487,True,False
60,all,163,187,5.2164513609578504,True,True
60,all,164,188,5.854425307934223,True,True
60,all,165,188,25.399240909370274,True,False
60,all,166,188,7.267329847993106,True,True
60,all,167,188,14.289581513857799,True,False
60,all,168,182,13.895773722845416,True,False
60,all,169,186,13.431566443966746,True,False
60,all,170,188,9.973782048826946,True,True
60,all,171,188,12.104405529354166,True,False
60,all,172,164,3.5499520206827935,True,True
60,all,181,557,2.963568370384985,True,True
60,all,182,557,5.733800869055244,True,True
60,all,183,557,9.384097693152349,True,True
60,all,201,557,7.45401656463735,True,True
60,all,241,230,12.162653659238742,True,False
60,all,261,228,9.470181976178084,True,True
60,all,262,230,12.184399155576504,True,False
60,all,401,557,7.025524009722378,True,True
60,all,421,557,5.23686040169951,True,True
60,all,441,557,5.900790663763939,True,True
60,all,461,557,7.032978577497356,True,True
60,all,521,557,2.1334395097065424,True,True
60,all,522,557,1.7229464026009276,True,True
120,core,7,389,0.6649385748615922,True,True
120,core,8,994,3.967185027407725,True,True
120,core,9,994,3.3838646539374255,True,True
120,core,10,994,4.0364598391514575,True,True
120,core,11,994,6.623450809062624,True,True
120,core,12,994,2.5556074365047783,True,True
120,core,13,994,4.8621478900580115,True,True
120,core,14,123,1.8757027973382987,True,True
120,core,16,994,3.0507619529140952,True,True
120,core,17,994,2.1346080858712244,True,True
120,core,18,994,4.360784629126008,True,True
120,core,20,994,3.6485949188114515,True,True
120,core,21,994,3.264856490187422,True,True
120,core,22,204,8.497899924685557,True,True
120,core,23,132,4.954004893720984,True,True
120,core,24,994,4.5314935145205615,True,True
120,core,25,994,6.893398709565423,True,True
120,core,26,733,9.462864700751965,True,True
120,core,27,994,3.4704575510075886,True,True
120,core,28,994,4.6492191287216,True,True
120,core,29,994,7.499659395997517,True,True
120,core,30,994,12.11049003023495,True,False
120,core,31,994,5.520334496830672,True,True
120,core,33,994,5.0196845309670985,True,True
120,core,34,994,3.86994624444843,True,True
120,core,36,994,3.8882882461280186,True,True
120,core,37,994,2.310189948805895,True,True
120,core,38,994,4.044008134638074,True,True
120,core,39,994,3.1348819703592903,True,True
120,core,40,994,6.346489181235568,True,True
120,core,42,994,6.870082270827759,True,True
120,core,48,369,10.91584735055409,True,False
120,core,52,119,4.824368937075541,True,True
120,core,53,388,6.591378283403126,True,True
120,core,56,187,9.139636251486168,True,True
120,core,81,994,7.509497684787976,True,True
120,core,82,994,2.615184901671014,True,True
120,core,106,994,3.2944009170623967,True,True
120,core,108,994,3.5132408085679003,True,True
120,core,112,994,7.739889068602534,True,True
120,core,121,994,4.399318303908534,True,True
120,core,161,180,13.080682477380822,True,False
120,core,162,174,16.233451986541294,True,False
120,core,163,180,5.75144192204233,True,True
120,core,164,180,7.45229116037055,True,True
120,core,165,180,23.29693580171954,True,False
120,core,166,180,7.476094600585778,True,True
120,core,167,180,12.532627074479267,True,False
120,core,168,180,15.02160615297086,True,False
120,core,169,178,14.694578733560892,True,False
120,core,170,180,13.973552050534401,True,False
120,core,171,180,14.606943198800032,True,False
120,core,172,156,4.749867001552698,True,True
120,core,181,994,3.7243917461293385,True,True
120,core,182,994,7.6277146419933,True,True
120,core,183,994,10.925705794919791,True,False
120,core,201,994,9.718652442373614,True,True
120,core,241,214,11.028172235166497,True,False
120,core,261,214,11.05303733868501,True,False
120,core,262,214,11.022396262844948,True,False
120,core,401,994,7.770098035727436,True,True
120,core,421,994,5.43152124657007,True,True
120,core,441,994,6.100714958570131,True,True
120,core,461,994,6.908413419740817,True,True
120,core,521,994,2.6898471425834742,True,True
120,core,522,994,2.047000497986647,True,True
120,all,7,243,1.0445906400567933,True,True
120,all,8,475,3.9523914986936757,True,True
120,all,9,475,3.22641711836284,True,True
120,all,10,475,3.7673248418076457,True,True
120,all,11,475,6.3008479987409585,True,True
120,all,12,475,2.6486628193524786,True,True
120,all,13,475,6.393751550101749,True,True
120,all,14,107,0.6719248090941816,True,True
120,all,16,475,2.4567823681291983,True,True
120,all,17,475,2.5801106818581556,True,True
120,all,18,475,4.1333723938529,True,True
120,all,20,475,3.429605401785257,True,True
120,all,21,475,3.2794918938541664,True,True
120,all,22,152,8.574579129421501,True,True
120,all,23,97,4.1416757299376705,True,True
120,all,24,475,4.940365632586959,True,True
120,all,25,475,7.15846887578513,True,True
120,all,26,426,9.638409239347016,True,True
120,all,27,475,3.177732186115644,True,True
120,all,28,475,4.934608391733554,True,True
120,all,29,475,8.509347877759089,True,True
120,all,30,475,14.139173680534345,True,False
120,all,31,475,4.200518301113319,True,True
120,all,33,475,6.5020795675708625,True,True
120,all,34,475,3.325973232432228,True,True
120,all,36,475,3.4263402199662387,True,True
120,all,37,475,2.639280232989357,True,True
120,all,38,475,4.923907007542188,True,True
120,all,39,475,3.501490033098834,True,True
120,all,40,475,6.828718348291258,True,True
120,all,42,475,8.19267572909677,True,True
120,all,48,231,9.765417601387215,True,True
120,all,52,103,4.654859347482284,True,True
120,all,53,238,5.952837639480602,True,True
120,all,56,155,9.45713156239364,True,True
120,all,81,475,7.6629938136069935,True,True
120,all,82,475,2.697834489922396,True,True
120,all,106,475,6.786244975815479,True,True
120,all,108,475,4.414845289596003,True,True
120,all,112,475,6.695491718402802,True,True
120,all,121,475,5.678049230038886,True,True
120,all,161,148,13.494307107196109,True,False
120,all,162,146,16.931307284371194,True,False
120,all,163,151,6.533468771863812,True,True
120,all,164,152,7.778416774305163,True,True
120,all,165,152,25.766634737983647,True,False
120,all,166,152,8.056384064169857,True,True
