horizon,row_set,parking_id,n,ml_mae,evaluable,passes
240,core,22,99,9.018480371278066,True,True
240,core,23,51,6.482348327349866,True,True
240,core,24,753,5.836930973205067,True,True
240,core,25,753,8.691853624001823,True,True
240,core,26,515,11.076997168912426,True,False
240,core,27,753,3.931090981020067,True,True
240,core,28,753,5.220601875772382,True,True
240,core,29,753,8.451490458799327,True,True
240,core,30,753,11.783669938433576,True,False
240,core,31,753,4.320644137529242,True,True
240,core,33,753,6.5292515889604195,True,True
240,core,34,753,3.688399308215868,True,True
240,core,36,753,7.66404983323867,True,True
240,core,37,753,2.6459132300074812,True,True
240,core,38,753,4.655321277845983,True,True
240,core,39,753,4.045395413302395,True,True
240,core,40,753,8.365661538703469,True,True
240,core,42,753,8.717784716129538,True,True
240,core,48,211,11.159156432577685,True,False
240,core,52,56,9.076985831635776,True,True
240,core,53,230,9.098688244116964,True,True
240,core,56,108,12.27289268741287,True,False
240,core,81,753,8.655204046332527,True,True
240,core,82,753,3.760477616923107,True,True
240,core,106,753,5.988131233076798,True,True
240,core,108,753,2.2497190118126578,True,True
240,core,112,753,8.69930708033181,True,True
240,core,121,753,5.635973975416087,True,True
240,core,161,99,20.448174238518785,True,False
240,core,162,93,24.001095327222252,True,False
240,core,163,99,9.58869092968253,True,True
240,core,164,99,9.228306830623513,True,True
240,core,165,99,31.765187441969353,True,False
240,core,166,99,7.084125050236253,True,True
240,core,167,99,13.667925829735044,True,False
240,core,168,99,16.87304395756316,True,False
240,core,169,97,14.141809966228188,True,False
240,core,170,99,11.768166899327213,True,False
240,core,171,99,14.26733473282797,True,False
240,core,172,75,7.880702496497739,True,True
240,core,181,753,4.1870336293755965,True,True
240,core,182,753,10.62595957012742,True,False
240,core,183,753,11.849773441800437,True,False
240,core,201,753,14.025942875357984,True,False
240,core,241,129,12.6813382553662,True,False
240,core,261,129,11.668133705620926,True,False
240,core,262,129,13.100614506860861,True,False
240,core,401,753,8.706604182991342,True,True
240,core,421,753,6.241575396140292,True,True
240,core,441,753,7.786301998061131,True,True
240,core,461,753,8.237697836310877,True,True
240,core,521,753,2.57523877485682,True,True
240,core,522,753,2.2792337010873847,True,True
240,all,7,149,0.8459123340514308,True,True
240,all,8,374,4.133211121158367,True,True
240,all,9,374,2.69772225684625,True,True
240,all,10,374,5.157789503001095,True,True
240,all,11,374,8.529473342572553,True,True
240,all,12,374,3.1541913338199667,True,True
240,all,13,374,6.642810932692941,True,True
240,all,14,59,1.2951066670835767,True,True
240,all,16,374,2.616574520000745,True,True
240,all,17,374,2.9228166888312406,True,True
240,all,18,374,4.4961543578442456,True,True
240,all,20,374,3.5118865840770366,True,True
240,all,21,374,3.500388853958442,True,True
240,all,22,95,9.205258972586236,True,True
240,all,23,40,5.959211400488702,True,True
240,all,24,374,6.553696071534257,True,True
240,all,25,374,8.323849982255815,True,True
240,all,26,325,12.76166945819135,True,False
240,all,27,374,4.116919214615101,True,True
240,all,28,374,5.954619659011282,True,True
240,all,29,374,9.254595413964909,True,True
240,all,30,374,13.072910574900385,True,False
240,all,31,374,3.812083502460682,True,True
240,all,33,374,8.443111185865646,True,True
240,all,34,374,3.468857133140788,True,True
240,all,36,374,4.9185138308475205,True,True
240,all,37,374,3.007659566671108,True,True
240,all,38,374,4.058809995897035,True,True
240,all,39,374,3.9119826426611124,True,True
240,all,40,374,9.205742067567446,True,True
240,all,42,374,10.486750670942962,True,False
240,all,48,137,10.95706300988941,True,False
240,all,52,55,9.142117758477193,True,True
240,all,53,144,7.691535785780102,True,True
240,all,56,107,12.208016875163109,True,False
240,all,81,374,9.470635729797824,True,True
240,all,82,374,3.5393673030856876,True,True
240,all,106,374,11.253181643094829,True,False
240,all,108,374,3.901356168713807,True,True
240,all,112,374,6.915972888552825,True,True
240,all,121,374,6.7845156785035075,True,True
240,all,161,91,20.07239924889755,True,False
240,all,162,89,24.19572246500735,True,False
240,all,163,94,9.526127983273831,True,True
240,all,164,95,9.308352600970252,True,True
240,all,165,95,32.82583709701132,True,False
240,all,166,95,7.176765131172514,True,True
240,all,167,95,13.63533242221423,True,False
240,all,168,89,16.039521921395583,True,False
240,all,169,93,13.818088000101119,True,False
240,all,170,95,11.84224021161797,True,False
240,all,171,95,14.572229507936692,True,False
240,all,172,71,8.057258942039688,True,True
240,all,181,374,4.249107974956025,True,True
240,all,182,374,8.99131951474353,True,True
240,all,183,374,14.648861511074946,True,False
240,all,201,374,24.439100137335355,True,False
240,all,241,128,12.734972321066866,True,False
240,all,261,126,11.274614797883277,True,False
240,all,262,128,13.19845054293037,True,False
240,all,401,374,9.595696820526085,True,True
240,all,421,374,7.660177396095303,True,True
240,all,441,374,12.758481437982692,True,False
240,all,461,374,9.31854680316495,True,True
240,all,521,374,2.2370378809734164,True,True
240,all,522,374,2.2526223971263675,True,True
360,core,7,159,0.9196991831644087,True,True
360,core,8,628,5.1487519029881765,True,True
360,core,9,628,3.9537524871977388,True,True
360,core,10,628,5.022088285088297,True,True
360,core,11,628,7.758105390508245,True,True
360,core,12,628,3.090256757820488,True,True
360,core,13,628,6.541782555404995,True,True
360,core,14,12,2.457802134782451,False,False
360,core,16,628,4.489606800715919,True,True
360,core,17,628,2.8351626128514154,True,True
360,core,18,628,6.465966393269043,True,True
360,core,20,628,3.9839096334599113,True,True
360,core,21,628,5.834919265254797,True,True
360,core,22,48,14.61107887974949,True,False
360,core,23,12,8.591278246233959,False,False
360,core,24,628,8.269212690916138,True,True
360,core,25,628,9.244212223989381,True,True
360,core,26,413,11.994674798004118,True,False
360,core,27,628,4.41509242473963,True,True
360,core,28,628,5.727525506190251,True,True
360,core,29,628,8.314535034423887,True,True
360,core,30,628,11.366112102160628,True,False
360,core,31,628,4.535923360143457,True,True
360,core,33,628,6.899916877311741,True,True
360,core,34,628,3.205568448128579,True,True
360,core,36,628,9.929659811864118,True,True
360,core,37,628,3.2036268881995023,True,True
360,core,38,628,5.073319370783784,True,True
360,core,39,628,4.795167050515315,True,True
360,core,40,628,9.995455287577402,True,True
360,core,42,628,10.607687699028858,True,False
360,core,48,139,13.1760478121103,True,False
360,core,52,10,16.478187541889007,False,False
360,core,53,158,11.68291307669671,True,False
360,core,56,60,16.579244303862815,True,False
360,core,81,628,10.46873577975913,True,False
360,core,82,628,4.787147970402696,True,True
360,core,106,628,6.1834668431822415,True,True
360,core,108,628,2.5906684109704323,True,True
360,core,112,628,8.948566505798324,True,True
360,core,121,628,8.986518816493058,True,True
360,core,161,48,19.75876741492408,True,False
360,core,162,42,30.18184198700512,True,False
360,core,163,48,18.80015494604273,True,False
360,core,164,48,9.348223348653356,True,True
360,core,165,48,30.303363531308253,True,False
360,core,166,48,6.386871451285344,True,True
360,core,167,48,15.903175058828976,True,False
360,core,168,48,19.2161700690428,True,False
360,core,169,46,12.270250176072599,True,False
360,core,170,48,12.171054736952925,True,False
360,core,171,48,10.197572448739995,True,False
360,core,172,24,9.634646152926775,False,False
360,core,181,628,4.670671617390471,True,True
360,core,182,628,13.71639999872607,True,False
360,core,183,628,13.710699898821128,True,False
360,core,201,628,15.951143133424733,True,False
360,core,241,81,15.531838484318266,True,False
360,core,261,81,15.535481571873937,True,False
360,core,262,81,15.31807423254965,True,False
360,core,401,628,10.340227842200362,True,False
360,core,421,628,7.521958812612589,True,True
360,core,441,628,7.782533531908021,True,True
360,core,461,628,9.20751606049516,True,True
360,core,521,628,2.9323339038002323,True,True
360,core,522,628,2.648538713194591,True,True
360,all,7,102,1.1538095243783384,True,True
360,all,8,327,4.9894841818170805,True,True
360,all,9,327,3.183683492680988,True,True
360,all,10,327,5.199334979722545,True,True
360,all,11,327,8.005933418295514,True,True
360,all,12,327,3.159691641354755,True,True
360,all,13,327,6.653351533799136,True,True
360,all,14,12,2.457802134782451,False,False
360,all,16,327,3.564973701081928,True,True
360,all,17,327,3.003710273174248,True,True
360,all,18,327,4.4063067897772,True,True
360,all,20,327,3.2417633343255883,True,True
360,all,21,327,4.138957252347726,True,True
360,all,22,48,14.61107887974949,True,False
360,all,23,5,2.6277754704550107,False,False
360,all,24,327,9.50205477995985,True,True
360,all,25,327,7.568369634890894,True,True
360,all,26,278,14.173062468504556,True,False
360,all,27,327,4.611152970930694,True,True
360,all,28,327,6.005538819071603,True,True
360,all,29,327,11.172355049457586,True,False
360,all,30,327,12.861978774710586,True,False
360,all,31,327,4.609140058496919,True,True
360,all,33,327,9.323867639597939,True,True
360,all,34,327,3.294747180540215,True,True
360,all,36,327,5.645900926093609,True,True
360,all,37,327,3.790502052049341,True,True
360,all,38,327,4.329636219309195,True,True
360,all,39,327,3.5927205870135186,True,True
360,all,40,327,10.72714303919645,True,False
360,all,42,327,13.77544592488935,True,False
360,all,48,90,13.533386446579428,True,False
360,all,52,10,16.478187541889007,False,False
360,all,53,97,9.20371178942777,True,True
360,all,56,60,16.579244303862815,True,False
360,all,81,327,10.339369987911546,True,False
360,all,82,327,4.158107243794348,True,True
360,all,106,327,11.06279597748166,True,False
360,all,108,327,4.557968370258434,True,True
360,all,112,327,7.484970080227398,True,True
360,all,121,327,10.154541858380293,True,False
360,all,161,44,19.67234338224075,True,False
360,all,162,42,30.18184198700512,True,False
360,all,163,47,17.862679568393027,True,False
360,all,164,48,9.348223348653356,True,True
360,all,165,48,30.303363531308253,True,False
360,all,166,48,6.386871451285344,True,True
360,all,167,48,15.903175058828976,True,False
360,all,168,42,18.58200265055286,True,False
360,all,169,46,12.270250176072599,True,False
360,all,170,48,12.171054736952925,True,False
360,all,171,48,10.197572448739995,True,False
360,all,172,24,9.634646152926775,False,False
360,all,181,327,5.172727379486645,True,True
360,all,182,327,10.439289058966752,True,False
360,all,183,327,15.726899103907739,True,False
360,all,201,327,25.768634652428855,True,False
360,all,241,81,15.531838484318266,True,False
360,all,261,79,15.13587076058385,True,False
360,all,262,81,15.31807423254965,True,False
360,all,401,327,12.994362682355023,True,False
360,all,421,327,9.346041763960022,True,True
360,all,441,327,12.230021399436506,True,False
360,all,461,327,9.368038354937944,True,True
360,all,521,327,2.8901970883666723,True,True
360,all,522,327,2.7672329900840507,True,True
720,core,8,370,3.899413384455407,True,True
720,core,9,370,8.076506140599323,True,True
720,core,10,370,3.4920964768621983,True,True
720,core,11,370,10.939592737553175,True,False
720,core,12,370,3.1595798597901137,True,True
720,core,13,370,7.892359885614791,True,True
720,core,16,370,6.428494954259766,True,True
720,core,17,370,2.720403389490634,True,True
720,core,18,370,6.746275405672411,True,True
720,core,20,370,5.971684116980927,True,True
720,core,21,370,8.309540085373364,True,True
720,core,24,370,12.690123158488511,True,False
720,core,25,370,8.203533206860534,True,True
720,core,26,233,7.780590079158808,True,True
720,core,27,370,5.97198920639405,True,True
720,core,28,370,5.6072220786163065,True,True
720,core,29,370,13.39192740896476,True,False
720,core,30,370,8.434101158250595,True,True
720,core,31,370,9.1917835950978,True,True
720,core,33,370,8.351140160117184,True,True
720,core,34,370,3.214586623264053,True,True
720,core,36,370,9.880170241964985,True,True
720,core,37,370,5.427738087742592,True,True
720,core,38,370,5.592038122028937,True,True
720,core,39,370,6.786325564128857,True,True
720,core,40,370,14.001825123180605,True,False
720,core,42,370,15.79659020279303,True,False
720,core,81,370,12.953221184111747,True,False
720,core,82,370,6.565564894362148,True,True
720,core,106,370,4.9063354081645025,True,True
720,core,108,370,3.843928328846456,True,True
720,core,112,370,7.414925408348016,True,True
720,core,121,370,11.207025276638044,True,False
720,core,181,370,6.273771739377156,True,True
720,core,182,370,22.242171911408455,True,False
720,core,183,370,17.534911560553244,True,False
720,core,201,370,22.42644710483536,True,False
720,core,401,370,9.523078315990949,True,True
720,core,421,370,10.627654097488234,True,False
720,core,441,370,7.675562240785861,True,True
720,core,461,370,9.773626089035655,True,True
720,core,521,370,2.8972610708184834,True,True
720,core,522,370,3.0305925698302025,True,True
720,all,8,210,5.47525779325425,True,True
720,all,9,210,10.418525897953483,True,False
720,all,10,210,3.6559355286327246,True,True
720,all,11,210,11.948062843484323,True,False
720,all,12,210,3.3453337063511293,True,True
720,all,13,210,8.017444455297673,True,True
720,all,16,210,9.886965491382112,True,True
720,all,17,210,3.2504377067654375,True,True
720,all,18,210,5.084640805383164,True,True
720,all,20,210,8.425647309236636,True,True
720,all,21,210,6.8741363369175925,True,True
720,all,24,210,15.90909064979679,True,False
720,all,25,210,8.622479796459716,True,True
720,all,26,161,9.605129022878376,True,True
720,all,27,210,7.862882467575322,True,True
720,all,28,210,6.090564663302938,True,True
720,all,29,210,14.843936688434534,True,False
720,all,30,210,10.986202454211096,True,False
720,all,31,210,13.80503015713142,True,False
720,all,33,210,12.631167927198561,True,False
720,all,34,210,3.76092377111893,True,True
720,all,36,210,7.569973201028857,True,True
720,all,37,210,7.196570659747715,True,True
720,all,38,210,6.214572407402128,True,True
720,all,39,210,5.14837557226207,True,True
720,all,40,210,16.67820864307235,True,False
720,all,42,210,23.823300782766523,True,False
720,all,81,210,12.107310602928823,True,False
720,all,82,210,5.435165417553417,True,True
720,all,106,210,7.340476657638528,True,True
720,all,108,210,6.613193604989725,True,True
720,all,112,210,5.180155914338015,True,True
720,all,121,210,9.70432060933263,True,True
720,all,181,210,7.139589591452453,True,True
720,all,182,210,17.178933616000304,True,False
720,all,183,210,17.92468466260714,True,False
720,all,201,210,37.23730387615904,True,False
720,all,401,210,9.480567671052407,True,True
720,all,421,210,15.730482512926736,True,False
720,all,441,210,10.784321676864778,True,False
720,all,461,210,9.822926287237195,True,True
720,all,521,210,3.185580218833566,True,True
720,all,522,210,2.6895818365034714,True,True
1440,core,8,60,5.555544767060942,True,True
1440,core,9,60,15.562534794686364,True,False
1440,core,10,60,3.8563920711835715,True,True
1440,core,11,60,9.437951875424393,True,True
1440,core,12,60,3.462797719543106,True,True
1440,core,13,60,8.232167102137998,True,True
1440,core,16,60,15.24166398787455,True,False
1440,core,17,60,6.437982745769401,True,True
1440,core,18,60,2.404362400544839,True,True
1440,core,20,60,8.599610571260888,True,True
1440,core,21,60,9.88661860770517,True,True
1440,core,24,60,3.213492710606853,True,True
1440,core,25,60,9.07656101894176,True,True
1440,core,26,49,13.598942825004805,True,False
1440,core,27,60,9.1942527148971,True,True
1440,core,28,60,6.046148885123587,True,True
1440,core,29,60,21.051738068987397,True,False
1440,core,30,60,10.279063804149578,True,False
1440,core,31,60,10.749880863018786,True,False
1440,core,33,60,11.184137970708317,True,False
1440,core,34,60,2.1175810009130003,True,True
1440,core,36,60,7.406392274827467,True,True
1440,core,37,60,4.726480296252778,True,True
1440,core,38,60,6.235096542873813,True,True
1440,core,39,60,6.00901532141963,True,True
1440,core,40,60,9.085882932159077,True,True
1440,core,42,60,29.05684695771711,True,False
1440,core,81,60,10.661436061694015,True,False
1440,core,82,60,3.5760798573280974,True,True
1440,core,106,60,31.029411764705888,True,False
1440,core,108,60,52.33893557422968,True,False
1440,core,112,60,16.217708356687485,True,False
1440,core,121,60,2.1336393319188858,True,True
1440,core,181,60,4.006959545086627,True,True
1440,core,182,60,0.30946554784480523,True,True
1440,core,183,60,13.195926728261481,True,False
1440,core,201,60,26.08336657637459,True,False
1440,core,401,60,14.039368313855935,True,False
1440,core,421,60,16.40118472628885,True,False
1440,core,441,60,11.837262402602754,True,False
1440,core,461,60,10.637740590033069,True,False
1440,core,521,60,2.295654916209924,True,True
1440,core,522,60,1.6846888169648433,True,True
1440,all,8,60,5.555544767060942,True,True
1440,all,9,60,15.562534794686364,True,False
1440,all,10,60,3.8563920711835715,True,True
1440,all,11,60,9.437951875424393,True,True
1440,all,12,60,3.462797719543106,True,True
1440,all,13,60,8.232167102137998,True,True
1440,all,16,60,15.24166398787455,True,False
1440,all,17,60,6.437982745769401,True,True
1440,all,18,60,2.404362400544839,True,True
1440,all,20,60,8.599610571260888,True,True
1440,all,21,60,9.88661860770517,True,True
1440,all,24,60,3.213492710606853,True,True
1440,all,25,60,9.07656101894176,True,True
1440,all,26,49,13.598942825004805,True,False
1440,all,27,60,9.1942527148971,True,True
1440,all,28,60,6.046148885123587,True,True
1440,all,29,60,21.051738068987397,True,False
1440,all,30,60,10.279063804149578,True,False
1440,all,31,60,10.749880863018786,True,False
1440,all,33,60,11.184137970708317,True,False
1440,all,34,60,2.1175810009130003,True,True
1440,all,36,60,7.406392274827467,True,True
1440,all,37,60,4.726480296252778,True,True
1440,all,38,60,6.235096542873813,True,True
1440,all,39,60,6.00901532141963,True,True
1440,all,40,60,9.085882932159077,True,True
1440,all,42,60,29.05684695771711,True,False
1440,all,81,60,10.661436061694015,True,False
1440,all,82,60,3.5760798573280974,True,True
1440,all,106,60,31.029411764705888,True,False
1440,all,108,60,52.33893557422968,True,False
1440,all,112,60,16.217708356687485,True,False
1440,all,121,60,2.1336393319188858,True,True
1440,all,181,60,4.006959545086627,True,True
1440,all,182,60,0.30946554784480523,True,True
1440,all,183,60,13.195926728261481,True,False
1440,all,201,60,26.08336657637459,True,False
1440,all,401,60,14.039368313855935,True,False
1440,all,421,60,16.40118472628885,True,False
1440,all,441,60,11.837262402602754,True,False
1440,all,461,60,10.637740590033069,True,False
1440,all,521,60,2.295654916209924,True,True
1440,all,522,60,1.6846888169648433,True,True
