dest,horizon,state,axis,n,changed,top1_changed,a_fail,b_fail,c_fail,rescued,harmed,a_flagged,extra_walk,extra_fare,changed_rate,top1_changed_rate,a_fail_rate,b_fail_rate,c_fail_rate,harmed_rate,rescue_rate,ai_gain_pp
인덕원역,60,outside|wd,walk,45,15,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.0
인덕원역,120,outside|wd,fare,35,11,0,0,0,0,0,0,0,0.0,0.0,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,,0.0
인덕원역,120,outside|wd,walk,35,11,0,0,0,0,0,0,0,0.0,0.0,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,,0.0
인덕원역,240,outside|wd,fare,23,7,0,0,0,0,0,0,0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,,0.0
인덕원역,240,outside|wd,walk,23,7,0,0,0,0,0,0,0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,,0.0
인덕원역,360,outside|wd,fare,11,3,0,0,0,0,0,0,0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,,0.0
인덕원역,360,outside|wd,walk,11,3,0,0,0,0,0,0,0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,15,operating|wd,walk,33,16,0,0,0,0,0,0,0,0.0,0.0,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,15,outside|wd,fare,33,4,0,0,0,0,0,0,0,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,30,operating|wd,walk,35,17,0,0,0,0,0,0,0,0.0,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,30,outside|wd,fare,35,6,0,0,0,0,0,0,0,0.0,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,60,operating|wd,walk,34,16,0,0,0,0,0,0,0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,60,outside|wd,fare,34,5,0,0,0,0,0,0,0,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,120,operating|wd,walk,24,12,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,120,outside|wd,fare,24,4,0,0,0,0,0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,240,operating|wd,walk,12,6,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0
평촌역,240,outside|wd,fare,12,2,0,0,0,0,0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0
