lae_id,pkplc_id,n_obs,first_ts,last_ts,median_gap_min,p90_gap_min
31040,00047,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00048,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00049,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00050,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00051,83,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00052,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00053,99,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00054,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00055,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00056,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00058,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00059,101,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00060,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00061,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00062,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00063,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00064,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00065,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00066,78,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00067,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00068,123,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
31040,00069,122,2026-09-04 09:45:19.483400+09:00,2026-09-05 00:00:00+09:00,5.0,5.0
