feature,vif
log_cells,2.1804563467968237
grade,21.993637071257655
hourly_rate,12.534037376867461
oneday_amt,13.637434780445426
open_hours,1.996079897388402
is_nosang,2.256346260708734
is_underground,1.8449427520982569
is_transfer,1.5610357661249452
is_manan,1.562229850815263
hndcap_ratio,1.4979464953339308
compet_n_500,1.9127997237130918
compet_cells_500,2.3778333207761544
