laeId,laeNm,pkplcId,pkplcNm,pkplcDivNm,pkplcTypeNm,latCrdn,lonCrdn,roadNmZip,roadNmAddr,lotnoAddr,pklotCnt,sbcmpctPklotCnt,pwdbsPrvusePklotCnt,femalePrfncPklotCnt,olmanPrfncPklotCnt,evPklotCnt,lndlvDivNm,wkdayOprtStartTime,wkdayOprtEndTime,satOprtStartTime,satOprtEndTime,hldyOprtStartTime,hldyOprtEndTime,parkingBscTime,parkingBscFare,addUnitTime,addUnitFare,ddPktckFareAplcnTime,ddPktckFare,mmCmmtktFare
31150,시흥시,00030,체육복개천,공영,기타,37.339632,126.75919,,경기도 시흥시 정왕동 2155,,242,,,,,,기타,09:00,18:00,09:00,18:00,09:00,18:00,30,300,10,200,,,
31150,시흥시,00031,뱀내공원주차장,공영,기타,37.442417,126.787469,,경기도 시흥시 뱀내장터로25번길 7,,59,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31240,화성시,00134,남양(노상),공영,노상,37.199317,126.825319,,,경기 화성시 남양읍 남양리 2405,0,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,0,10,300,,31200,0
31240,화성시,00135,화성방조제2,공영,노외,37.074495,126.733037,,,경기 화성시 우정읍 매향리 976,40,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,0,10,300,,0,0
31240,화성시,00139,향남읍사무소 부설주차장,공영,부설,37.131946,126.92041,,"경기 화성시 만세구 발안로 89 (향남읍,행정리,향남읍 행정복지센터,화성문화원사)","경기 화성시 만세구 발안로 89 (향남읍,행정리,향남읍 행정복지센터,화성문화원사)",73,,5,,,,1급지,10:00,18:00,00:00,00:00,00:00,00:00,59,0,10,0,,8000,0
31240,화성시,00133,남양택지내 나눔2,공영,노외,37.2002584,126.828749,,경기도 화성시 만세구 남양읍 남양리 2078-7,경기도 화성시 만세구 남양읍 남양리 2078-7,20,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,0,10,400,,0,0
31240,화성시,00130,화성방조제1,공영,노외,37.074002,126.7337179,,,경기 화성시 우정읍 매향리 976,40,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,0,10,300,,0,0
31240,화성시,00132,비봉지구 주4,공영,노외,37.2468149,126.8735656,,경기도 화성시 효행구 비봉면 구포리 1540,경기도 화성시 효행구 비봉면 구포리 1540,30,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,0,10,300,,0,60000
31050,부천시,00014,난장,공영,노외,37.511062,126.747084,14505,경기 부천시 원미구 길주로 1,경기 부천시 원미구 길주로 1,300,,0,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,400,10,200,,4000,60000
31050,부천시,00027,호수공원2,공영,노외,37.501728,126.745864,14592,경기 부천시 원미구 길주로 16,경기 부천시 원미구 길주로 16,85,,5,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,400,10,200,,4000,0
31050,부천시,00046,호수공원1,공영,노외,37.503536,126.746808,14592,경기 부천시 원미구 길주로 16,경기 부천시 원미구 길주로 16,232,,8,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,400,10,200,,4000,0
31050,부천시,00079,아인스월드,공영,노외,37.511228,126.744853,14505,경기 부천시 원미구 길주로 1,경기 부천시 원미구 길주로 1,262,,0,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,400,10,200,,4000,0
31130,남양주시,00006,오남 제1공영,공영,노상,37.69431,127.198285,12048,경기 남양주시 오남읍 오남리 862번지 일원 (오남체육공원 앞),경기 남양주시 오남읍 오남리 862번지 일원 (오남체육공원 앞),107,,6,,,1,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31130,남양주시,00054,진접 제2공영,공영,노상,37.745792,127.203325,,경기 남양주시 진접읍 팔야리 791-7 (진접농협 광릉점 뒤),경기 남양주시 진접읍 팔야리 791-7 (진접농협 광릉점 뒤),92,,3,,,5,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31130,남양주시,00056,진접 제2공영(대형차),공영,노상,37.745535,127.202824,,경기 남양주시 진접읍 팔야리 791-7 (진접농협 광릉점 뒤),,8,,0,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,140000
31130,남양주시,00057,오남 제1공영(캠핑카+화물차),공영,노상,37.693546,127.199981,12041,"경기 남양주시 양지로 176-9 (오남읍,오남리)","경기 남양주시 양지로 176-9 (오남읍,오남리)",16,,0,,,0,1급지,09:00,18:00,09:00,18:00,09:00,18:00,30,600,10,300,,7000,140000
31040,안양시,00004,안양6동2노외,공영,노외,37.390705,126.929179,,"경기 안양시 만안구 안양로 174 (안양동,안양 센트럴 헤센) 안 안양6동2노외","경기 안양시 만안구 안양로 174 (안양동,안양 센트럴 헤센) 안 안양6동2노외",15,,0,,,0,2급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,25000,70000
31040,안양시,00035,안양6동1노외,공영,노외,37.389859,126.929896,,"경기 안양시 만안구 안양로 174 (안양동,안양 센트럴 헤센) 안 안양6동1노외","경기 안양시 만안구 안양로 174 (안양동,안양 센트럴 헤센) 안 안양6동1노외",30,,0,,,0,2급지,09:00,18:00,09:00,18:00,00:00,00:00,30,400,10,200,,25000,70000
31130,남양주시,00064,(공원)건강누리체육공원주차장,공영,노상,37.627835,127.160343,,경기 남양주시 다산중앙로146번길83,,24,,2,,,1,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,0
31130,남양주시,00065,(공원)다산중앙공원 제2주차장,공영,노상,37.62638888,127.16027777,,,경기 남양주시 다산동 6040,88,,0,,,0,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,30000
31130,남양주시,00066,(공원)다산중앙공원 제1주차장,공영,노상,37.62194444,127.1605555,,,경기 남양주시 다산동 6046,69,,8,,,6,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,0
31130,남양주시,00067,(공원)다산중앙공원 제3주차장,공영,노상,37.617777,127.16138888,,,경기 남양주시 다산동 6126-1,49,,0,,,0,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,30000
31130,남양주시,00068,(공원)등성이숲센터주차장,공영,노상,37.6261111,127.15972222,,경기 남양주시 다산중앙로146번기62,경기 남양주시 다산동 6046,20,,1,,,0,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,30000
31130,남양주시,00069,(공원)다산체육공원 주차장,공영,노상,37.616666,127.14972222,,경기 남양주시 다산순환로 65,,80,,5,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,60,0,10,200,,7000,30000
31130,남양주시,00070,(공원)어울누리 근린공원주차장,공영,노상,37.6172222,127.16416666,,,경기 남양주시 다산동 6114,22,,1,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,60,0,10,200,,7000,30000
31020,성남시,00014,상대원제1공영주차장,공영,노외,37.43881,127.168444,13208,,경기도 성남시 중원구 사기막골로45번길  42,210,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31020,성남시,00048,운중동공영주차장,공영,노외,37.390879,127.077931,13166,,경기도 성남시 중원구 자혜로72번길  9 자혜공영주차장,208,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31020,성남시,00095,양지제3공영주차장,공영,노외,37.457505,127.159589,13137,,경기도 성남시 수정구 논골로  40,96,12,2,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31150,시흥시,00032,MTV17공영,공영,기타,37.32502,126.678724,,경기도 시흥시 정왕동 2718-9,,32,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,500,10,300,,,
31200,파주시,00038,(주기장) 월롱임시공영주기장,공영,노외,37.779828,126.787765,,"경기 파주시 공수물길 7 (월롱면,영태리)","경기 파주시 공수물길 7 (월롱면,영태리)",177,,0,,,0,1급지,00:00,00:00,00:00,00:00,00:00,00:00,0,0,0,0,,0,0
31210,이천시,00011,사동리 제1공영주차장,공영,노외,37.24364052,127.48192693,17341,"경기 이천시 대산로208번길 (대월면,사동리,휴먼빌 에듀파크시티)","경기 이천시 대산로208번길 (대월면,사동리,휴먼빌 에듀파크시티)",41,,2,,,2,2급지,00:00,23:59,00:00,23:59,00:00,23:59,30,500,10,200,,5000,60000
31150,시흥시,00021,장현P11공영주차장,공영,기타,37.369655,126.806642,,경기도 시흥시 능곡동 900-3,,33,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31150,시흥시,00023,장현P9공영주차장,공영,기타,37.367702,126.806747,,경기도 시흥시 군자동 799-3,,100,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31150,시흥시,00024,오이도배다리선착장,공영,기타,37.348433,126.693215,,경기도 시흥시 정왕동 2199-1,,30,,,,,,기타,10:00,20:00,10:00,20:00,10:00,20:00,30,500,10,300,,,
31150,시흥시,00025,생태공영주차장1,공영,기타,37.38791,126.777988,,경기도 시흥시 장곡동 724-45,,115,,,,,,기타,09:00,18:00,09:00,18:00,09:00,18:00,30,300,10,200,,,
31150,시흥시,00026,생태공영주차장2,공영,기타,37.388038,126.781046,,경기도 시흥시 장곡동 724-29,,48,,,,,,기타,09:00,18:00,09:00,18:00,09:00,18:00,30,300,10,200,,,
31150,시흥시,00027,시화MTV15,공영,기타,37.323177,126.682923,,경기도 시흥시 정왕동 2720-5,,66,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,800,10,400,,,
31150,시흥시,00028,신현동노외공영주차장,공영,기타,37.407683,126.789051,,경기도 시흥시 매화동 816-20,,48,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31160,군포시,00012,중심3공영,공영,노외,37.3589479,126.9308421,15865,산본로323번길 26-13,경기도 군포시 산본동 1143-1,18,0,0,0,0,0,1급지,08:00,23:59,08:00,23:59,08:00,23:59,30,700,10,200,,6000,70000
31160,군포시,00013,산본로데오공영주차장,공영,노외,37.36166665,126.9330205,15829,청백리길 13,경기도 군포시 금정동 845-1,285,0,0,0,0,0,2급지,00:00,23:59,00:00,23:59,00:00,23:59,30,500,10,100,,4000,
31160,군포시,00014,중심1공영,공영,노상,37.35909701,126.9331808,15865,산본로323번길 9,경기도 군포시 산본동 1127,39,0,0,0,0,0,1급지,08:00,23:59,08:00,23:59,08:00,23:59,30,700,10,200,,,
31160,군포시,00016,군포시청민원주차장,공영,노외,37.36102352,126.9353164,15888,경기도 군포시,경기도 군포시,159,0,0,0,0,0,1급지,,,,,,,0,0,0,0,0,0,0
31160,군포시,00011,중심상가지하공영주차장,공영,노외,37.35970885,126.9316632,,산본로323번길 지하 16-20,경기도 군포시 산본동 1180 중심지하공영주차장,179,0,0,0,0,0,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,700,10,200,,,
31160,군포시,00015,중심2공영,공영,노상,37.3583682,126.9317999,15865,산본로323번길 25,경기도 군포시 산본동 1142-9,39,0,0,0,0,0,1급지,08:00,23:59,08:00,23:59,08:00,23:59,30,700,10,200,,,
31130,남양주시,00071,평내 제1공영,공영,노상,37.6445479,127.23013529,,"경기 남양주시 평내로 9 (평내동,궁집)","경기 남양주시 평내로 9 (평내동,궁집)",106,,0,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31150,시흥시,00020,장현P1공영주차장,공영,기타,37.377254,126.789549,,경기도 시흥시 장곡동 932-10,,33,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,500,10,300,,,
31150,시흥시,00022,능곡노외공영주차장,공영,기타,37.369009,126.814194,,경기도 시흥시 능곡동 614,,26,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31130,남양주시,00072,다산 제5공영,공영,노상,37.6126415,127.16513388,,,경기 남양주시 다산동 6171,47,,0,,,0,1급지,08:00,20:00,08:00,20:00,00:00,00:00,30,600,10,300,,7000,70000
31130,남양주시,00073,(공원)다산수변공원2 주차장,공영,노상,37.6210821,127.145264,,경기 남양주시 다산순환로 149 (다산동),경기 남양주시 다산순환로 149 (다산동),20,,0,,,0,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,30000
31130,남양주시,00074,(공원)다산수변공원1 주차장,공영,노상,37.6206049,127.1455344,,경기 남양주시 다산순환로 149 (다산동),경기 남양주시 다산순환로 149 (다산동),30,,0,,,0,1급지,08:00,20:00,00:00,00:00,00:00,00:00,60,0,10,200,,7000,30000
31280,여주시,00002,한글시장 공영주차장,공영,기타,37.297604,127.635871,12622,경기도 여주시 여흥로 109번길 17-1,,179,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,500,10,200,0,6000,0
31280,여주시,00001,시민회관 공영주차장,공영,기타,37.29463,127.636589,12628,경기도 여주시 세종로 33,,25,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,500,10,200,0,6000,0
31280,여주시,00005,여주시청 공영주차장,공영,기타,37.298031,127.637288,12619,경기도 여주시 세종로 1,,79,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,60,500,10,300,0,0,0
31280,여주시,00003,오학동 공영주차장,공영,기타,37.308144,127.643902,,경기도 여주시 오학동 295-5,,152,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,500,10,200,0,6000,0
31280,여주시,00004,창동 공영주차장,공영,기타,37.295303,127.633468,12627,경기도 여주시 세종로 40번길 25,,192,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,500,10,200,0,6000,0
31150,시흥시,00033,은계수변공원1,공영,기타,37.449635,126.803521,,경기도 시흥시 계수동 460,,65,,,,,,기타,10:00,22:00,10:00,22:00,10:00,22:00,30,500,10,300,,,
31150,시흥시,00034,시화MTV16,공영,기타,37.325126,126.68087,,경기도 시흥시 정왕동 2698-1,,106,,,,,,기타,08:00,20:00,08:00,20:00,08:00,20:00,30,500,10,300,,,
31150,시흥시,00035,은계P10,공영,기타,37.429465,126.797221,,경기도 시흥시 은행동 672-7,,100,,,,,,기타,10:00,22:00,10:00,22:00,10:00,22:00,30,500,10,300,,,
31150,시흥시,00036,은계P9,공영,기타,37.43087,126.802818,,경기도 시흥시 은행동 669-4,,27,,,,,,기타,10:00,22:00,10:00,22:00,10:00,22:00,30,500,10,300,,,
31250,광주시,00001,경안동,공영,노외,37.40941555,127.25901482,12758,경기도 광주시 경안로 13-6,,109,,4,,,3,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,800,10,300,,7000,70000
31250,광주시,00002,경안시장,공영,노외,37.40879746,127.25769386,12759,경기도 광주시 중앙로 103-5,,200,12,7,7,,5,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,800,10,300,,7000,70000
31240,화성시,00138,송산GC 주1 공영주차장,공영,노외,37.273922,126.827042,,경기 화성시 새솔동 142,경기 화성시 새솔동 142,50,,0,,,,1급지,00:00,00:00,00:00,00:00,00:00,00:00,90,0,10,400,,0,90000
31240,화성시,00140,산척동2 유인노상,공영,노상,37.170027,127.123084,,동탄구 산척동 845,동탄구 산척동 845,133,,0,,,,1급지,10:30,19:00,00:00,00:00,00:00,00:00,90,0,10,400,,0,0
31240,화성시,00141,산척동1 유인노상,공영,노상,37.172091,127.123475,,동탄구 산척동 840,동탄구 산척동 840,146,,0,,,,1급지,10:30,19:00,00:00,00:00,00:00,00:00,90,0,10,400,,0,0
31240,화성시,00142,개나리공원 유인노상,공영,노상,37.210453,127.065917,,동탄구 반송동 228,동탄구 반송동 228,102,,0,,,,1급지,10:30,19:00,00:00,00:00,00:00,00:00,90,0,10,400,,0,0
31200,파주시,00044,운정3 (월정기),공영,노외,37.729139,126.759723,,경기 파주시 금바위로 50 (와동동) 1380,경기 파주시 금바위로 50 (와동동) 1380,146,,5,,,0,1급지,09:00,22:00,00:00,00:00,00:00,00:00,30,600,10,250,,9000,90000
31200,파주시,00043,운정1(월정기),공영,노외,37.713057,126.747052,,경기 파주시 미래로 394 (야당동) 1002,경기 파주시 미래로 394 (야당동) 1002,216,,7,,,0,2급지,09:00,22:00,00:00,00:00,00:00,00:00,30,500,10,200,,8000,80000
31240,화성시,00099,병점 1동,공영,노상,37.20676165,127.03927844,18410,경기 화성시 병점서로 44 (병점동),경기 화성시 병점서로 44 (병점동),11,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31050,부천시,00039,복사골문화센터,공영,부설,37.49478407,126.75421474,14596,경기 부천시 장말로 107,경기 부천시 장말로 107,182,,5,,,,3급지,10:00,18:00,00:00,00:00,00:00,00:00,,,10,200,,6000,
31050,부천시,00088,도당동 제1호,공영,노외,37.5084219,126.78810168,14487,경기 부천시 부천로264번길 49,경기 부천시 부천로264번길 49,101,,2,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,50000
31100,고양시,00016,행주산성 하 부설주차장,공영,기타,37.6002658,126.82392414,,경기 고양시 덕양구 행주외동 62-5,,179,,,,,,기타,09:00,18:00,09:00,18:00,09:00,18:00,10,2000,10,,,,
31130,남양주시,00053,진건 제4공영,공영,노상,37.6503,127.1792,,경기 남양주시 진건읍 사능리 590-2 (구 사릉역),경기 남양주시 진건읍 사능리 590-2 (구 사릉역),115,,4,,,1,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31110,과천시,00084,공영노외주차장,공영,노외,37.4312007,126.9885613,,,경기도 과천시 부림동 39-6,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31240,화성시,00071,병점고가,공영,노상,37.2092847,127.0305905,,경기도 화성시 진안동849-2,경기도 화성시 진안동849-2,60,,3,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31110,과천시,00095,시민회관부설주차장,공영,기타,37.4283068,126.9910021,13807,경기도 과천시 통영로 5,경기도 과천시 중앙동 6-2,325,2,9,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,10,400,10,30000,120000
31130,남양주시,00004,퇴계원 제3공영,공영,노상,37.64795129,127.14207252,12126,경기 남양주시 경춘북로 527-1 (풍양출장소 뒤),경기 남양주시 경춘북로 527-1 (풍양출장소 뒤),128,,6,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31030,의정부시,00029,가능1동제3공영,공영,노외,37.746842,127.033541,11675,,의정부시 가능동 678,105,12,4,0,0,1,2급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,12,,56000
31110,과천시,00114,공영노외주차장,공영,노외,37.4374615,126.9996113,,,경기도 과천시 중앙동 28-3,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31050,부천시,00028,심곡 시민의 강 제2공영주차장,공영,노외,37.48750268,126.78897839,14573,경기 부천시 부흥로 441,경기 부천시 부흥로 441,40,,1,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,
31050,부천시,00035,먹적골(상공회의소 앞),공영,노외,37.49032996,126.77497313,14615,경기 부천시 신흥로67번길 48,경기 부천시 신흥로67번길 48,148,,4,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,50000
31240,화성시,00104,화성중앙교회,공영,노외,37.13071814,126.91977477,18598,"경기 화성시 행정서로3길 46 (향남읍,행정리)","경기 화성시 행정서로3길 46 (향남읍,행정리)",18,,0,,,,1급지,06:00,20:00,06:00,20:00,06:00,20:00,,,,,,,
31040,안양시,00056,동편마을지하,공영,노외,37.40833114,126.97260075,13929,경기 안양시 동안구 동편로49번길 15 (관양동),경기 안양시 동안구 동편로49번길 15 (관양동),163,,6,,,0,3급지,09:00,18:00,00:00,00:00,00:00,00:00,30,200,10,100,,19100,45000
31110,과천시,00024,공영노외주차장,공영,노외,37.4249445,126.996674,,,경기도 과천시 중앙동 26-3,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31040,안양시,00018,삼덕노외,공영,노외,37.39688847,126.91588921,14002,"경기 안양시 만안구 삼덕로 106 (안양동,삼덕공원관리사무소)","경기 안양시 만안구 삼덕로 106 (안양동,삼덕공원관리사무소)",92,,6,,,1,2급지,10:00,20:00,10:00,20:00,10:00,20:00,30,400,10,200,,25000,70000
31210,이천시,00010,창전동 임시공영,공영,노외,37.2802626,127.4457754,17369,"경기 이천시 어재연로 43 (창전동,이천농협창전지점하나로마트)","경기 이천시 어재연로 43 (창전동,이천농협창전지점하나로마트)",74,,0,,,0,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,,10,250,,7000,
31170,의왕시,00036,청계보건지소,공영,노외,37.39131,126.9951,16007,경기도 의왕시 덕장로 19,,20,0,1,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,
31070,평택시,00042,신장육교,공영,노상,37.0793505,127.05176998,17758,경기 평택시 신장로 28 (신장동),경기 평택시 신장로 28 (신장동),22,,,,,,1급지,09:00,18:00,00:00,00:00,00:00,00:00,120,800,10,300,,10000,70000
31100,고양시,00034,고양시 차량등록과 부설주차장,공영,기타,37.66586366,126.80773726,10304,경기 고양시 일산동구 백마로 539,,100,,,,,,기타,08:00,21:00,00:00,00:00,00:00,00:00,60,,5,190,,,
31020,성남시,00083,신흥제7공영주차장,공영,노외,37.4418118,127.1369713,13338,,경기도 성남시 수정구 수정남로 85,276,0,6,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31040,안양시,00022,관악역4환승,공영,노외,37.41987489,126.90867303,,경기 안양시 만안구 경수대로1273번길 25 앞 관악역4환승주차장,경기 안양시 만안구 경수대로1273번길 25 앞 관악역4환승주차장,118,,2,,,0,3급지,09:00,17:00,00:00,00:00,00:00,00:00,30,200,10,100,,16700,45000
31010,수원시,00009,광교홍재도서관,,,37.3029356,127.04744313,16224,,경기 수원시 영통구 대학로 88  (이의동),53,,,,,,기타,00:00,23:00,07:00,23:00,07:00,23:00,70,300,10,300,,7000,
31170,의왕시,00019,포일숲속마을 공영주차장,공영,노외,37.4003188,126.9890178,16006,경기도 의왕시 포일동 655,,131,0,4,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,500,10,200,,5000,
31110,과천시,00041,주차빌딩,공영,노외,37.4282926,126.9940572,13837,경기도 과천시 별양상가1로 39,경기도 과천시 별양동 1-34번지,0,0,0,0,0,0,2급지,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31110,과천시,00117,찬우물2주차장,공영,노외,37.4166178,126.9820658,,,경기도 과천시 갈현동 356-6,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31020,성남시,00106,대원천A 공영주차장,공영,노외,37.4300294,127.1205674,13355,,경기도 성남시 중원구 성남동  ,140,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31040,안양시,00091,호원어린이공원노외,공영,노외,37.37746089,126.95411808,14040,"경기 안양시 동안구 안양천동로126번길 26 (호계동,대성유니드) 호원어린이공원 옆","경기 안양시 동안구 안양천동로126번길 26 (호계동,대성유니드) 호원어린이공원 옆",31,,0,,,0,3급지,09:00,20:00,00:00,00:00,00:00,00:00,30,200,10,100,,25000,45000
31010,수원시,00064,세류역환승,,,37.24236416,127.01487185,16659,,경기 수원시 권선구 정조로 379  (장지동),136,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,300,10,300,,7000,
31110,과천시,00044,공영노외주차장,공영,노외,37.4295068,126.9890948,13834,경기도 과천시 향촌6길 42-10,경기도 과천시 별양동 47-4,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31020,성남시,00050,수내제2공영주차장,공영,노외,37.3662046,127.1282676,13597,,경기도 성남시 분당구 수내3동  ,126,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,200,10,100,,6000,
31170,의왕시,00009,부곡도깨비시장 공영주차장,공영,노외,37.3193571,126.9504074,16095,경기도 의왕시 삼동 166-24,,91,0,3,0,0,2,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,800,10,300,,8000,
31170,의왕시,00032,의왕 국민체육센터,공영,노외,37.3815686,126.9747961,16036,경기도 의왕시 내손동 626,,91,0,2,0,0,2,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,600,10,200,,6000,
31130,남양주시,00019,(센터)화도,공영,노상,37.6496096,127.3011741,12178,"경기 남양주시 수레로 1259 (화도읍,창현리)","경기 남양주시 수레로 1259 (화도읍,창현리)",210,,6,,,6,1급지,05:30,22:30,05:30,20:30,08:00,17:30,60,,10,200,,7000,30000
31030,의정부시,00147,호원동짜투리,공영,노외,37.707409,127.045522,,,의정부시 호원동 119-11번지,18,0,1,0,0,0,2급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,12,,56000
31020,성남시,00089,중앙동제1공영주차장,공영,노외,37.4443762,127.1571576,13249,,경기도 성남시 중원구 희망로 443,252,2,6,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31240,화성시,00022,수노을 중앙공원,공영,노외,37.28303099,126.81710508,18244,경기 화성시 만세구 꽃내음1길 30 (새솔동),경기 화성시 만세구 꽃내음1길 30 (새솔동),325,,22,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,119,,10,,,10000,
31020,성남시,00097,운중동제2공영주차장,공영,노외,37.392322,127.0780175,13461,,경기도 성남시 분당구 운중동 974,61,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31010,수원시,00058,인계 공영,,,37.27485,127.0305,16484,,경기 수원시 팔달구 장다리로306번길 24  (인계동),56,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,300,10,300,,7000,
31240,화성시,00120,동탄2 주21 공영주차장,공영,노외,37.17351024,127.12213207,18502,경기 화성시 동탄순환대로16길 31 (산척동 803),경기 화성시 동탄순환대로16길 31 (산척동 803),46,,0,,,,1급지,10:00,19:00,10:00,19:00,10:00,19:00,90,,10,400,,,90000
31110,과천시,00039,죽바위2-5주차장,공영,노외,37.4522024,127.0278566,,,경기도 과천시 주암동 183-7,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31070,평택시,00008,평택남부,공영,노상,36.99182,127.0874,17910,경기 평택시 평택1로 2 (평택동),경기 평택시 평택1로 2 (평택동),32,,,,,,1급지,09:00,18:00,00:00,00:00,00:00,00:00,30,800,10,300,,10000,70000
31150,시흥시,00039,햇살공원,공영,기타,,,,,,100,,,,,,기타,,,,,,,,,,,,,
31010,수원시,00049,수원시청 본관,,,37.2629442,127.0284411,16490,,"경기 수원시 팔달구 효원로 241  (인계동,수원시청)",91,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,40,500,10,500,,10000,
31020,성남시,00049,복정제1공영주차장,공영,노외,37.4679147,127.1271395,,,경기도 성남시성남대로1544,67,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31100,고양시,00051,고양시청 부설주차장,공영,기타,37.65769766,126.83220322,10460,경기 고양시 덕양구 주교동 600,,145,,,,,,기타,08:00,20:00,00:00,00:00,00:00,00:00,60,,5,190,,,
31150,시흥시,00014,목감11,공영,기타,37.3857007,126.862476,,목감동 404,,45,,,,,,2급지,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
