laeId,laeNm,pkplcId,pkplcNm,pkplcDivNm,pkplcTypeNm,latCrdn,lonCrdn,roadNmZip,roadNmAddr,lotnoAddr,pklotCnt,sbcmpctPklotCnt,pwdbsPrvusePklotCnt,femalePrfncPklotCnt,olmanPrfncPklotCnt,evPklotCnt,lndlvDivNm,wkdayOprtStartTime,wkdayOprtEndTime,satOprtStartTime,satOprtEndTime,hldyOprtStartTime,hldyOprtEndTime,parkingBscTime,parkingBscFare,addUnitTime,addUnitFare,ddPktckFareAplcnTime,ddPktckFare,mmCmmtktFare
31200,파주시,00039,GTX-A 운정중앙역2 (환승_월정기),공영,노외,37.71487,126.730297,,경기 파주시 동서대로 파주시 동패동 산115-1,경기 파주시 동서대로 파주시 동패동 산115-1,782,,11,,,0,1급지,09:00,22:00,00:00,00:00,00:00,00:00,30,600,10,250,,9000,90000
31020,성남시,00081,신흥제1공영주차장,공영,노외,37.4388314,127.1395336,13343,,경기도 성남시 수정구 탄리로 16,66,1,2,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31010,수원시,00033,매탄공원 공영,,,37.26713341,127.0454804,16538,,경기 수원시 영통구 매탄로 185  (매탄동),222,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,300,10,300,,7000,
31170,의왕시,00039,왕송호수1,공영,노외,37.31149348,126.9439301,,경기도 의왕시 초평동 278-11,,7,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,
31070,평택시,00065,서정충혼탑,공영,노외,37.06271845,127.06013042,17780,"경기 평택시 송일로 14 (서정동,서정충혼탑공영주차장)","경기 평택시 송일로 14 (서정동,서정충혼탑공영주차장)",127,,,,,,1급지,09:00,18:00,09:00,18:00,09:00,18:00,30,800,10,300,,10000,80000
31110,과천시,00083,공영노외주차장,공영,노외,37.4247211,126.9978851,13834,경기도 과천시 향촌6길 42-10,경기도 과천시 중앙동 19-8,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31070,평택시,00038,평택동,공영,노외,36.99340609,127.08428863,17918,"경기 평택시 평택로75번길 12 (평택동,평택동공영주차장)","경기 평택시 평택로75번길 12 (평택동,평택동공영주차장)",105,,,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,120,800,10,300,,10000,80000
31030,의정부시,00026,가능1동제5공영,공영,노외,37.7532706,127.036854,,의정로202번길 73,의정부시 가능동 362-3,239,1,10,0,0,3,2급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,12,,56000
31170,의왕시,00027,부곡동주민센터,공영,노외,37.31867,126.9568,16092,경기도 의왕시 부곡시장길 75,,81,0,1,0,0,2,기타,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,
31030,의정부시,00011,백석천지하2,공영,노외,37.7386754,127.035747,11623,시민로19번길 13,의정부시 의정부동 488,248,25,8,0,0,2,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,12,,104000
31050,부천시,00017,송내IC,공영,노외,37.488974,126.745763,14593,경기 부천시 부일로,경기 부천시 부일로,131,,2,,,,2급지,00:00,23:59,00:00,23:59,00:00,23:59,,700,10,300,,7000,70000
31110,과천시,00070,중신교회앞,공영,노외,37.42684374,126.9929772,13837,경기도 과천시 별양상가1로 29,경기도 과천시 별양동 1-9번지,22,0,2,0,0,0,2급지,00:00,00:00,00:00,00:00,00:00,00:00,10,,10,401,10,17000,130000
31110,과천시,00073,죽바위1-1주차장,공영,노외,37.4595173,127.0330767,,,경기도 과천시 주암동 16-2,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31130,남양주시,00046,화도 제01공영,공영,노상,37.65329212,127.30309549,,경기 남양주시 화도읍 마석우리 334-11 (마석5일장),경기 남양주시 화도읍 마석우리 334-11 (마석5일장),114,,5,,,5,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31050,부천시,00033,소사종합시장,공영,노외,37.47924678,126.79358725,14705,경기 부천시 소삼로 5,경기 부천시 소삼로 5,116,,7,,,,2급지,00:00,23:59,00:00,23:59,00:00,23:59,,700,10,300,,7000,70000
31110,과천시,00019,중앙빌딩,공영,노상,37.42836376,126.99312506,13807,경기도 과천시 중앙로 129,경기도 과천시 중앙동 40-10번지,15,0,0,0,0,0,2급지,00:00,00:00,00:00,00:00,00:00,00:00,10,,10,400,10,17000,130000
31020,성남시,00070,은행동제8공영주차장,공영,노외,37.4566643,127.1652321,13156,,경기도 성남시 중원구 은이로16번길 10,120,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31240,화성시,00026,영천동(중심상가),공영,노상,37.2060544,127.1087067,,경기도 화성시 영천동732,경기도 화성시 영천동732,52,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31110,과천시,00092,찬우물1주차장,공영,노외,37.418222,126.9851291,,,경기도 과천시 갈현동 5-13,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31240,화성시,00116,이솔고등학교 공유주차장,공영,노외,37.16675241,127.11114593,18505,경기 화성시 동탄순환대로7길 10 (산척동),경기 화성시 동탄순환대로7길 10 (산척동),72,,0,,,,1급지,17:00,07:30,00:00,23:59,00:00,23:59,,,,,,,
31040,안양시,00060,샘모루초교지하,공영,노외,37.39906147,126.94072461,13922,"경기 안양시 동안구 관악대로 155 (비산동,샘모루 초등학교)","경기 안양시 동안구 관악대로 155 (비산동,샘모루 초등학교)",57,,3,,,2,3급지,09:00,20:00,00:00,00:00,00:00,00:00,30,200,10,100,,23900,45000
31090,안산시,00003,중앙역사거리,공영,노외,37.316889,126.837309,,경기도 안산시 단원구 중앙대로 903 주차장,경기도 안산시 단원구 고잔동 554-2,40,0,2,0,0,0,1급지,09:00,23:00,09:00,23:00,09:00,23:00,30,600,10,300,,9000,80000
31100,고양시,00022,장항 제4공영주차장,공영,기타,37.66100858,126.76779359,10401,경기 고양시 일산동구 무궁화로 20-28,,192,,,,,,기타,09:00,00:00,09:00,00:00,09:00,00:00,30,720,5,120,,,
31150,시흥시,00002,매화산단,공영,기타,37.412091,126.821527,,도창동 511번지,,100,,,,,,2급지,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31130,남양주시,00033,별내동 제2공영,공영,노상,37.651348,127.119777,12108,"경기 남양주시 별내중앙로 102 (별내동,별빛도서관)","경기 남양주시 별내중앙로 102 (별내동,별빛도서관)",109,,6,,,10,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31240,화성시,00098,기산동,공영,노상,37.2163437,127.0546166,,경기도 화성시 기산동476-5,경기도 화성시 기산동476-5,36,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31130,남양주시,00027,진접 제1공영,공영,노상,37.74507633,127.20818038,12019,"경기 남양주시 광릉내로82번길 42 (진접읍,팔야리)","경기 남양주시 광릉내로82번길 42 (진접읍,팔야리)",68,,2,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31040,안양시,00016,범계역노상,공영,기타,37.38985695,126.95400528,14072,"경기 안양시 동안구 평촌대로211번길 38-2 (호계동,동안구 구두수선대 2005-00035)","경기 안양시 동안구 평촌대로211번길 38-2 (호계동,동안구 구두수선대 2005-00035)",161,,0,,,0,1급지,09:00,22:00,09:00,22:00,09:00,22:00,30,600,10,300,,25000,
31110,과천시,00062,뒷골5주차장,공영,노외,37.4549916,127.0006329,,,경기도 과천시 과천동 383-5,0,0,0,0,0,0,5급지,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31100,고양시,00018,장항 제1공영주차장,공영,기타,37.66203396,126.76874241,10401,경기도 고양시 일산동구 무궁화로 32-19 (장항동 777),,177,,,,,,기타,09:00,00:00,09:00,00:00,09:00,00:00,30,720,5,120,,,
31150,시흥시,00006,도일시장,공영,기타,37.3402746,126.785709,15069,거모동 1775-1,,98,,,,,,2급지,09:00,18:00,09:00,18:00,09:00,18:00,30,300,10,200,,,
31020,성남시,00025,은행1동제2공영주차장,공영,노외,37.453205,127.1690178,13155,,경기도 성남시 중원구 금빛로 112번길 35,125,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31040,안양시,00061,수리산1노상,공영,기타,37.38868509,126.93072541,14089,경기 안양시 만안구 수리산로15번길 33 (안양동),경기 안양시 만안구 수리산로15번길 33 (안양동),32,,0,,,0,1급지,10:00,18:00,00:00,00:00,00:00,00:00,30,600,10,300,,25000,90000
31100,고양시,00036,풍동 제3공영주차장,공영,기타,37.66756709,126.80096911,10305,경기 고양시 일산동구 숲속마을로 14-7,,56,,,,,,기타,08:00,22:00,08:00,22:00,08:00,22:00,30,600,5,120,,,
31240,화성시,00097,동탄호수공원(지하),공영,노외,37.1667236,127.1018657,18497,경기 화성시 동탄순환대로 69 (송동),경기 화성시 동탄순환대로 69 (송동),312,,14,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,59,,10,,,10000,
31130,남양주시,00022,별내동노상 제3공영,공영,노상,37.647209,127.12368,,경기 남양주시 별내중앙로 별내동 1017,경기 남양주시 별내중앙로 별내동 1017,10,,0,,,0,1급지,09:00,21:00,09:00,18:00,09:00,18:00,60,1000,30,500,,,
31020,성남시,00090,상대원3동공영주차장,공영,노외,37.4408506,127.1648198,13233,,경기도 성남시 중원구 박석로 94,108,0,2,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31150,시흥시,00008,배곧13공영주차장,공영,기타,37.35702,126.706946,,경기도 시흥시 배곧동 300-1,,102,,,,,,3급지,10:00,22:00,10:00,22:00,10:00,22:00,30,300,10,200,,,
31050,부천시,00098,로데오거리,공영,노상,37.49105576,126.75337408,14598,경기 부천시 부일로205번길,경기 부천시 부일로205번길,147,,0,,,,1급지,09:00,18:00,00:00,00:00,00:00,00:00,,900,10,400,,9500,
31150,시흥시,00013,능곡역1번출구공영,공영,기타,37.369153,126.809193,,시흥시 능곡동 506,,21,,,,,,2급지,08:00,20:00,08:00,20:00,08:00,20:00,30,300,10,200,,,
31130,남양주시,00016,다산생태공원 제1공영,공영,노상,37.514,127.2983,,경기 남양주시 조안면 능내리 56-16 (조안생태공원),경기 남양주시 조안면 능내리 56-16 (조안생태공원),133,,4,,,1,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31070,평택시,00014,국제중앙시장 제2,공영,노외,37.08053884,127.05338273,17758,"경기 평택시 쇼핑로 36-14 (신장동, 국제중앙시장 제2공영주차장)","경기 평택시 쇼핑로 36-14 (신장동, 국제중앙시장 제2공영주차장)",47,,,,,,2급지,09:00,18:00,00:00,00:00,00:00,00:00,120,800,10,300,,10000,70000
31240,화성시,00079,석우동 제2,공영,노외,37.2242381,127.0761119,18450,경기 화성시 동탄구 동학산1길 32 (석우동),경기 화성시 동탄구 동학산1길 32 (석우동),21,,1,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,90000
31010,수원시,00092,미납주차장,,,,,,,     ,0,,,,,,기타,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,
31110,과천시,00069,광창1,공영,노외,37.4490606,127.011132,,,경기도 과천시 과천동 150,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31020,성남시,00018,야탑제2환승공영주차장,공영,노외,37.4119049,127.1278377,13497,,경기도 성남시 분당구 성남대로  919 공영주차장,108,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31240,화성시,00076,노작공원(노상),공영,노상,37.2071004,127.0792715,,"경기도 화성시 동탄구 석우동121,118","경기도 화성시 동탄구 석우동121,118",56,,0,,,,1급지,10:00,19:00,10:00,19:00,10:00,19:00,90,,10,400,,,
31030,의정부시,00123,금오그린(서),공영,노외,37.752938,127.068745,,,의정부시 금오동 470-6,48,0,3,0,0,1,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,12,,104000
31100,고양시,00042,장항 제3공영주차장,공영,기타,37.66276365,126.76617932,10364,경기 고양시 일산동구 무궁화로 19-19,,216,,,,,,기타,09:00,00:00,09:00,00:00,09:00,00:00,30,720,5,120,,,
31130,남양주시,00008,다산 제3공영,공영,노상,37.61424297,127.1547702,12248,경기 남양주시 다산중앙로19번길 13-5 (주차타워),경기 남양주시 다산중앙로19번길 13-5 (주차타워),118,,4,,,15,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31040,안양시,00007,먹거리촌노외,공영,노외,37.38193252,126.96124858,14103,경기 안양시 동안구 평촌대로 104 (평촌동) 귀인119안전센터 앞 먹거리촌노외,경기 안양시 동안구 평촌대로 104 (평촌동) 귀인119안전센터 앞 먹거리촌노외,12,,0,,,0,2급지,10:00,21:00,10:00,21:00,10:00,21:00,30,400,10,200,,25000,70000
31010,수원시,00050,장안동 공영,,,37.28653566,127.01438829,16252,,경기 수원시 팔달구 정조로885번길 1  (장안동),163,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,500,10,500,,10000,
31020,성남시,00043,대원천B 공영주차장,공영,노외,37.4296493,127.1196204,13378,,경기도 성남시 중원구 둔촌대로  10,100,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31170,의왕시,00008,계원대학로공영,공영,노외,37.3798074,126.975993,16037,경기도 의왕시 내손동 739,,36,0,1,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,800,10,300,,8000,
31100,고양시,00037,일산종합사회복지관 부설주차장,공영,기타,37.68427599,126.7686541,10352,경기 고양시 일산서구 일산동 620-3,,98,,,,,,기타,08:00,20:00,00:00,00:00,00:00,00:00,60,,5,190,,,
31040,안양시,00092,박달고가밑노상(노외),공영,노외,37.4090991,126.91525432,13989,안양시 만안구 박달우회로 188 (안양동),안양시 만안구 박달우회로 188 (안양동),56,,0,,,0,2급지,09:00,19:00,09:00,19:00,09:00,19:00,30,400,10,200,,25000,70000
31110,과천시,00065,상삼포2주차장,공영,노외,37.4466858,127.0222764,,,경기도 과천시 주암동 440-8,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31240,화성시,00061,한빛,공영,노외,37.2056885,127.07411457,18453,경기 화성시 동탄구 동탄중심상가2길 21 (반송동 89),경기 화성시 동탄구 동탄중심상가2길 21 (반송동 89),60,,3,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31170,의왕시,00035,고천지구 공영주차장,공영,노외,37.34252209,126.9708021,16075,경기도 의왕시 고천동 159,,79,0,3,0,0,4,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,600,10,200,,6000,
31240,화성시,00009,여울 공원(작가공원),공영,노외,37.2026578,127.0875226,18479,경기 화성시 동탄구 동탄광역환승로 43 (여울동),경기 화성시 동탄구 동탄광역환승로 43 (여울동),33,,2,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,59,,10,,,10000,
31050,부천시,00005,고강제일시장,공영,노외,37.52806279,126.81282097,14598,경기 부천시 성지로102번길 32,경기 부천시 성지로102번길 32,34,,1,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,
31020,성남시,00024,산성동제1공영주차장,공영,노외,37.4516327,127.1523249,13129,,경기도 성남시 수정구 희망로534번길 14,85,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,300,10,100,,6000,
31050,부천시,00020,별빛공원(구 원미지하),공영,노외,37.49196507,126.78731039,14571,경기 부천시 부천로90번길 51,경기 부천시 부천로90번길 51,140,,3,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,50000
31150,시흥시,00010,배곧11공영주차장,공영,기타,37.3669587,126.729641,,배곧동 211,,102,,,,,,1급지,10:00,22:00,10:00,22:00,10:00,22:00,30,800,10,400,,,
31010,수원시,00023,권선동지하 공영,,,37.2591911,127.01887156,16564,,경기 수원시 권선구 세지로82번길 15 5 (권선동),66,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,300,10,300,,7000,
31010,수원시,00006,화서역환승,,,37.2855,126.99034668,16443,,경기 수원시 팔달구 덕영대로 691 13 (화서동),289,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,500,10,500,,10000,
31240,화성시,00052,근린공원4호,공영,노외,37.206757,127.0963814,18471,경기 화성시 동탄구 동탄대로21길 19 (영천동),경기 화성시 동탄구 동탄대로21길 19 (영천동),53,,3,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,119,,10,,,10000,
31110,과천시,00064,공영노외주차장,공영,노외,37.4331759,126.9910468,,,경기도 과천시 문원동 115-69,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31020,성남시,00059,금광공영주차장,공영,노외,37.4462939,127.1665221,13182,,경기도 성남시 중원구 광명로 366,30,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31240,화성시,00072,제부도 임시,공영,노외,37.16965898,126.61775039,18553,경기 화성시 만세구 해안길 제부리 190-197,경기 화성시 만세구 해안길 제부리 190-197,189,,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,10,,300,1000,,3000,
31050,부천시,00073,오정동 제1호,공영,노외,37.52774498,126.78725771,14436,경기 부천시 오정로232번길 39,경기 부천시 오정로232번길 39,57,,1,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,,10,,,,50000
31050,부천시,00064,삼정동 제2호,공영,노외,37.52604822,126.77084043,14446,경기 부천시 오정구 석천로442번길 8,경기 부천시 오정구 석천로442번길 8,88,,2,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,
31100,고양시,00023,호수공원 제1부설주차장,공영,기타,37.66554913,126.75906699,10400,경기 고양시 일산동구 호수로 595,,239,,,,,,기타,09:00,22:00,09:00,22:00,09:00,22:00,5,100,5,180,,,
31220,안성시,00004,안성맞춤공감 공영주차장,공영,노외,37.00435421,127.2744924,17591,경기 안성시 장기로 107,경기도 안성시 안성맞춤공감,67,0,2,1,0,2,2급지,12:00,23:59,12:00,23:59,12:00,23:59,60,500,30,2000,,10000,
31090,안산시,00005,우성여성병원앞,공영,노외,37.318507,126.832512,,경기도 안산시 단원구 고잔로 58-4 주차장,경기도 안산시 단원구 고잔동 560-1,132,0,5,0,0,5,1급지,08:00,21:00,08:00,21:00,00:00,00:00,30,600,10,300,,9000,80000
31240,화성시,00144,여울동 임시주차장,공영,노외,,,,,,0,,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,90,,10,400,,,90000
31050,부천시,00099,샛말길,공영,노상,37.53463795,126.81984422,14404,경기 부천시 가로공원로,경기 부천시 가로공원로,46,,0,,,,3급지,08:00,20:00,08:00,20:00,08:00,20:00,,,10,,,,
31010,수원시,00062,우만공원 공영,,,37.28669781,127.03281992,16236,,경기 수원시 팔달구 세지로 436  ,119,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,300,10,300,,7000,
31110,과천시,00087,광창5주차장,공영,노외,37.4473181,127.0106456,,,경기도 과천시 과천동 142-34,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31130,남양주시,00018,진건 제3공영(패쇄),공영,노상,37.65269029,127.17564713,,경기 남양주시 진건읍 사능리 604-13,경기 남양주시 진건읍 사능리 604-13,92,,3,,,2,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31030,의정부시,00035,의정부1동둔치1,공영,노외,37.741514,127.053741,,,의정부시 의정부1동 30-38,255,4,8,0,0,0,1급지,09:00,04:00,09:00,04:00,09:00,04:00,,,,,12,,104000
31240,화성시,00056,하길리임시,공영,노외,37.1171968,126.9105003,18606,"경기 화성시 상신하길로 326 (향남읍,하길리)","경기 화성시 상신하길로 326 (향남읍,하길리)",280,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,100000
31130,남양주시,00045,다산 제1공영,공영,노상,37.6053,127.1578,,경기 남양주시 도농동 155-6,경기 남양주시 도농동 155-6,47,,2,,,0,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31200,파주시,00041,파주센트럴밸리 (월정기),공영,노외,37.80786552,126.79742672,,봉암리1371-5,봉암리1371-5,91,,2,,,0,2급지,09:00,22:00,00:00,00:00,00:00,00:00,30,500,10,200,,8000,80000
31070,평택시,00037,송탄시장 제1,공영,노외,37.08217425,127.05804087,17756,"경기 평택시 송탄로 432-1 (지산동,송북시장제1공영주차장)","경기 평택시 송탄로 432-1 (지산동,송북시장제1공영주차장)",53,,,,,,2급지,00:00,23:59,00:00,23:59,00:00,23:59,120,800,10,300,,10000,80000
31040,안양시,00040,일번가노외,공영,노외,37.39895103,126.9247638,,경기 안양시 만안구 만안로 208 일번가 노외 주차장,경기 안양시 만안구 만안로 208 일번가 노외 주차장,99,,4,,,1,1급지,10:00,22:00,10:00,22:00,10:00,22:00,30,600,10,300,,25000,90000
31110,과천시,00063,장군마을,공영,노외,37.461853,127.0321644,13819,경기도 과천시 장군마을길 61,경기도 과천시 주암동 55번지,0,0,0,0,0,0,5급지,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31100,고양시,00011,성사 제2공영주차장,공영,기타,37.6531834,126.8384064,10468,경기 고양시 덕양구 성사동 720,,32,,,,,,기타,09:00,18:00,00:00,00:00,00:00,00:00,30,240,5,70,,,
31020,성남시,00002,고등동공영주차장,공영,노외,37.4282386,127.1038641,,,경기도 성남시 수정구 고등동  397-37번지,45,4,0,,,,2급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,,,
31150,시흥시,00017,물왕호수,공영,기타,37.3768807,126.845059,,산현동 529-1,,98,,,,,,기타,10:00,22:00,10:00,22:00,10:00,22:00,30,300,10,200,,,
31010,수원시,00008,신대호수,,,37.28448394,127.07739987,16511,,경기 수원시 영통구 광교호수로 224  (하동),245,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,100,10,100,,4000,
31170,의왕시,00014,서울외곽순환,공영,노외,37.37981589,126.9719506,,경기도 의왕시 내손동 745,,110,0,0,0,0,0,기타,10:00,20:00,10:00,18:00,10:00,20:00,30,800,10,300,,8000,
31110,과천시,00098,117기동대,공영,노상,37.4486447,127.0057727,,,경기도 과천시 과천동 555-23,0,0,0,0,0,0,1급지,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31020,성남시,00027,자혜공영주차장,공영,노외,37.4506731,127.1680809,13166,,경기도 성남시 중원구 자혜로72번길  9 자혜공영주차장,194,0,0,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,400,10,200,,6000,
31110,과천시,00106,공영노외주차장,공영,노외,37.4376489,126.9996927,,,경기도 과천시 별양동 31-4,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31240,화성시,00057,센트럴파크(노상),공영,노상,37.20742055,127.06279761,18435,경기 화성시 동탄구 동탄공원로2길 33-1 (반송동 50-10),경기 화성시 동탄구 동탄공원로2길 33-1 (반송동 50-10),53,,2,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31100,고양시,00055,화정역 환승주차장,공영,기타,37.63491105,126.83325429,10455,경기도 고양시 덕양구 화정2동,,241,,,,,,기타,00:00,00:00,00:00,00:00,00:00,00:00,5,100,5,180,,,
31110,과천시,00116,삼거리1주차장,공영,노외,37.4471959,126.9935991,,,경기도 과천시 과천동 549-25,0,0,0,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,10,,,,,,
31050,부천시,00090,종합운동장,공영,부설,37.50123124,126.79769925,14655,경기 부천시 소사로 482,경기 부천시 소사로 482,500,,0,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,400,10,200,,6000,40000
31240,화성시,00015,은행사거리(노상),공영,노상,37.20900205,127.06250883,18434,경기 화성시 동탄구 동탄지성로 118 (반송동 233),경기 화성시 동탄구 동탄지성로 118 (반송동 233),9,,0,,,,1급지,10:00,23:00,10:00,23:00,10:00,23:00,90,,10,400,,,
31240,화성시,00123,영천3공영주차장,공영,노상,37.20822681,127.09398044,,영천동810-1,영천동810-1,50,,0,,,,1급지,10:00,21:30,10:00,21:30,10:00,21:30,90,,10,400,,,
31040,안양시,00066,관악역2환승,공영,노외,37.41870346,126.90853889,,경기 안양시 만안구 안양로548번길 25-8 관악역 환승2 공영 주차장,경기 안양시 만안구 안양로548번길 25-8 관악역 환승2 공영 주차장,46,,0,,,0,3급지,09:00,17:00,00:00,00:00,00:00,00:00,30,200,10,100,,16700,45000
31010,수원시,00071,고등동,,,37.27340509,127.0015,,,경기 수원시 팔달구 고등로   고등동 공영주차장,40,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,500,10,500,,10000,
31240,화성시,00078,송산,공영,노외,37.2144804,126.7337993,18550,"경기 화성시 사강시장길 15-23 (송산면,사강리)","경기 화성시 사강시장길 15-23 (송산면,사강리)",46,,3,,,,1급지,00:00,00:00,00:00,00:00,00:00,00:00,,,,,,,
31170,의왕시,00029,내손제4공영주차장,공영,노외,37.3872221,126.9807409,,경기도 의왕시 내손동 713-7,,18,0,2,0,0,0,기타,00:00,00:00,00:00,00:00,00:00,00:00,30,600,10,200,,6000,
31130,남양주시,00017,별내면 제1공영,공영,노상,37.70501629,127.10641208,12089,경기 남양주시 순화궁로 931 (수락산 입구),경기 남양주시 순화궁로 931 (수락산 입구),22,,0,,,4,1급지,08:00,20:00,08:00,20:00,08:00,20:00,30,600,10,300,,7000,70000
31030,의정부시,00053,녹양역,공영,노외,37.760783,127.041976,11675,,의정부시 녹양동 413,135,13,4,0,0,3,1급지,00:00,23:59,00:00,23:59,00:00,23:59,,,,,12,,104000
31240,화성시,00035,시청앞(노상),공영,노상,37.19673595,126.8277942,18274,경기 화성시 만세구 시청로160번길 남양리 2341,경기 화성시 만세구 시청로160번길 남양리 2341,40,,2,,,,1급지,10:00,19:00,10:00,19:00,10:00,19:00,90,,10,400,,,
31210,이천시,00006,남천상가,공영,노외,37.278045,127.444604,17374,"경기 이천시 어재연로10번길 25 (중리동,남천공원)","경기 이천시 어재연로10번길 25 (중리동,남천공원)",224,,8,,,7,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,,10,250,,7000,
31010,수원시,00024,영화동 지상,,,37.29278911,127.0142629,16269,,"경기 수원시 장안구 수성로382번길 30  (영화동,영화동 공영주차장)",30,,,,,,기타,00:00,23:59,00:00,23:59,00:00,23:59,70,300,10,300,,7000,
31070,평택시,00055,합정공영주차장,공영,노외,36.99080409,127.09151135,17912,"경기 평택시 평택3로17번길 27 (합정동,합정 공영주차장)","경기 평택시 평택3로17번길 27 (합정동,합정 공영주차장)",425,,,,,,1급지,00:00,23:59,00:00,23:59,00:00,23:59,30,800,10,300,,10000,80000
31050,부천시,00051,소원,공영,노외,37.48490375,126.79696368,14660,경기 부천시 소사로300번길 41,경기 부천시 소사로300번길 41,113,,3,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,50000
31050,부천시,00091,오정물류센터,공영,노외,37.52848856,126.77632565,14446,경기 부천시 신흥로511번길,경기 부천시 신흥로511번길,47,,1,,,,3급지,00:00,23:59,00:00,23:59,00:00,23:59,,300,10,200,,4000,
