prk_center_id,name,cells,la,lo,klass,confidence,b_sig,p_sig,std_match
13910-11191-00001-00-1,삼막사노상,174,37.4356067014873,126.917068252393,비부설,0.9,False,True,True
13937-11191-00001-00-1,관양시장노상,27,37.4049319974661,126.957761932203,비부설,0.9,False,True,True
13938-11191-00001-00-1,관악노상2,126,37.4046917099738,126.964076212293,비부설,0.9,False,True,True
13943-11191-00001-00-1,인덕원노상2,58,37.4007473524975,126.977338867378,비부설,0.9,False,True,True
13946-11191-00001-00-1,관악노상1,85,37.4039532249655,126.964048441522,비부설,0.9,False,True,True
13950-11191-00001-00-1,관양2동복개,139,37.4022496050068,126.971424178186,비부설,0.9,False,False,True
13951-11191-00001-00-1,인덕원노상1,52,37.4011337474236,126.97615264591,비부설,0.9,False,True,True
13957-11191-00001-00-1,예술공원고가밑,88,37.4153112556157,126.917022857513,비부설,0.9,False,True,True
13987-11191-00001-00-1,박달시장노상,10,37.4045843998702,126.909481422432,비부설,0.9,False,True,True
13989-11191-00001-00-1,박달고가밑,56,37.4091525896272,126.91584872813,비부설,0.9,False,True,True
13992-11191-00001-00-1,안양역1노상,54,37.400587544214,126.921971976224,비부설,0.9,False,True,True
13992-11191-00002-00-1,안양역2노상,24,37.4007941732306,126.921736959009,비부설,0.9,False,True,False
13996-11191-00001-00-1,남부노상,55,37.3967085644661,126.926338307584,비부설,0.9,False,True,True
14006-11191-00001-00-1,안양3동노상,27,37.3999908895642,126.9186323069,비부설,0.9,False,True,True
14034-11191-00001-00-1,수리산2노상,61,37.3890334164837,126.931796483589,비부설,0.9,False,True,True
14035-11191-00001-00-1,문예노상,54,37.3858473342855,126.932944470333,비부설,0.9,False,True,True
14047-11191-00001-00-1,동안노상,95,37.3928386855043,126.953033629713,비부설,0.9,False,True,True
14066-11191-00001-00-1,평촌역노상,71,37.3936323068134,126.962638250282,비부설,0.9,False,True,True
14067-11191-00001-00-1,시청앞노상,69,37.3922851722217,126.956528293645,비부설,0.9,False,True,False
14072-11191-00001-00-1,범계역노상,168,37.3902260589152,126.952753738844,비부설,0.9,False,True,True
14086-11191-00001-00-1,덕천노상,42,37.3897541196523,126.934460945019,비부설,0.9,False,True,True
14089-11191-00001-00-1,수리산1노상,32,37.3883758255313,126.929602332751,비부설,0.9,False,True,True
14099-11191-00001-00-1,학원가노상,27,37.3829463382567,126.959057191141,비부설,0.9,False,True,True
14103-11191-00001-00-1,먹거리촌노상,57,37.3843378419508,126.960807982567,비부설,0.9,False,True,False
14119-11191-00001-00-1,호계고가밑,30,37.3690557755302,126.952098127928,비부설,0.9,False,True,True
13902-11291-00001-00-1,석수역 좌측,85,37.4336643502536,126.901961186128,애매,0.3,False,False,False
13908-11291-00001-00-1,한마음선원뒤,22,37.4223281568991,126.909466733225,비부설,0.9,False,False,True
13912-11291-00001-00-1,구)유유부지 뒤편,56,37.4183856197949,126.918314742485,비부설,0.9,False,False,True
13929-11291-00001-00-1,동편마을 지하,163,37.4078797819836,126.972434306822,비부설,0.9,False,False,True
13931-11291-00001-00-1,관양1동 주차타워,238,37.4064274707759,126.961055922733,비부설,0.9,True,False,True
13941-11291-00001-00-1,운동장파출소 뒤,27,37.4038385925151,126.950518258026,비부설,0.9,False,False,True
13951-11291-00001-00-1,관양2동 노외,203,37.3992251451263,126.974995410161,비부설,0.9,False,True,True
13960-11291-00002-00-1,관악역4환승,118,37.4197637165846,126.909045170679,비부설,0.9,False,True,True
13961-11291-00001-00-1,대림아파트 뒤,77,37.4149255166757,126.914103339817,부설,0.9,True,False,False
13964-11291-00001-00-1,석수역 우측,34,37.4138704877598,126.90936203333,애매,0.3,False,False,False
13980-11291-00001-00-1,정우아트빌라 뒤,6,37.4058107189801,126.908119151299,비부설,0.9,True,False,True
13984-11291-00001-00-1,박달1동 주민센터 앞,23,37.4036621688204,126.908032887384,비부설,0.9,False,True,True
13987-11291-00001-00-1,박달시장노외,18,37.4045902583133,126.909483787252,비부설,0.9,False,True,True
13991-11291-00001-00-1,청원노외,29,37.4044633747653,126.919154814989,비부설,0.9,False,True,True
13996-11291-00001-00-1,일번가노외,99,37.3982650273882,126.924824225031,비부설,0.9,False,True,True
14010-11291-00001-00-1,정우아파트옆,10,37.3989151777325,126.912840678619,비부설,0.9,True,False,True
14011-11291-00002-00-1,안양3동노외,47,37.395625823135,126.913214680675,비부설,0.9,False,True,True
14019-11291-00001-00-1,율목복지회관,57,37.3931602186935,126.908025505044,비부설,0.9,False,False,True
14024-11291-00001-00-1,병목안옛길,23,37.3908041800283,126.908431301144,비부설,0.9,False,False,True
14036-11291-00001-00-1,완충녹지 주차장,24,37.3825621384659,126.935751477238,비부설,0.9,False,False,True
14057-11291-00001-00-1,관양2동 공업부지 노외,49,37.3980890623469,126.973015901155,비부설,0.9,False,True,True
14077-11291-00001-00-1,범계성당옆,27,37.3863514467942,126.950257505306,비부설,0.9,True,False,True
14082-11291-00001-00-1,신기사거리 고가 밑,16,37.3782090113549,126.953885375046,비부설,0.9,False,True,True
14120-11291-00001-00-1,구장터경로당,6,37.3685338104477,126.956040873745,비부설,0.9,False,True,True
20000-11291-00176-00-1,더샵아이파트 노외,22,37.3762198765538,126.956905180999,비부설,0.9,False,True,False
20000-11291-00177-00-1,신기사거리 옆,8,37.3778731101475,126.954821232591,비부설,0.9,False,False,True
20000-11291-00178-00-1,호현마을,64,37.4060215402707,126.883553457824,비부설,0.9,False,False,True
20000-11291-00179-00-1,호현마을 주민주차장,62,37.4062904765872,126.883809773686,비부설,0.9,False,False,True
20000-11291-00181-00-1,안양공고 뒤,5,37.3988279896754,126.913127414679,비부설,0.9,False,False,True
20000-11291-00182-00-1,안양7동 노외,137,37.3906094755376,126.933679775221,비부설,0.9,False,True,True
01055-29399-00078-00-1,"안양박물관, 김중업건축박물관",0,37.4188720279,126.9178500308,비부설,0.9,False,True,False
01212-29391-00002-00-1,그린빌 주공아파트,2061,37.4059066769,126.9325971283,부설,0.9,True,False,False
01376-29391-00059-00-1,베아누체6차,41,37.3795519731,126.9362066954,애매,0.3,False,False,False
01376-29391-00062-00-1,,3,37.3963061357,126.969033597,부설,0.9,False,False,False
01381-29391-00047-00-1,메트로병원,176,37.3779543276,126.9343247749,부설,0.9,True,False,False
01434-29391-00002-00-1,,1625,37.3965118096,126.9489448234,애매,0.3,False,False,False
01483-29391-00022-00-1,경민프라자,22,37.4051738879,126.9092990947,부설,0.9,True,False,False
01803-29391-00056-00-1,,159,37.3974821789,126.8996410977,애매,0.3,False,False,False
02422-29391-00004-00-1,주식회사노루홀딩스,157,37.4048186586,126.8938710489,부설,0.9,True,False,False
02454-29391-00096-00-1,주공그린빌,508,37.4207767102,126.9103150878,부설,0.9,True,False,False
02519-29391-00053-00-1,미영팰리스,7,,,부설,0.9,True,False,False
02626-29391-00065-00-1,,4,37.4044261897,126.9692245224,부설,0.9,False,False,False
02718-29391-00117-00-1,,8,,,부설,0.9,False,False,False
02781-29391-00236-00-1,스카이빌B동,12,37.4074790895,126.9122059173,부설,0.9,True,False,False
02781-29391-00273-00-1,휴누림,65,,,애매,0.3,False,False,False
02797-29391-00067-00-1,제이앤빌,10,37.3822036962,126.9283547746,부설,0.9,True,False,False
02809-29391-00027-00-1,상민빌딩,11,37.4027709719,126.9106211688,부설,0.9,True,False,False
02826-29391-00047-00-1,안양 KTOWN 오피스텔,134,,,부설,0.9,True,False,False
03020-29391-00155-00-1,제2종근린생활시설(수리점),1,,,부설,0.9,True,False,False
03348-29391-00012-00-1,석수동 산56-1 단독주택 (김경숙),2,37.4260002305,126.9169203411,부설,0.9,True,False,False
03449-29391-00050-00-1,미목연,47,,,애매,0.3,False,False,False
03455-29391-00100-00-1,관양동차고지,2,37.3972864875,126.9691867854,비부설,0.9,False,True,False
03457-29391-00115-00-1,,11,37.4082323899,126.9491763281,애매,0.3,False,False,False
03472-29391-00034-00-1,,1,37.3803689046,126.9692885525,부설,0.9,False,False,False
03701-29391-00045-00-1,빌리진,6,,,부설,0.9,True,False,False
03747-29391-00131-00-1,한일코지세상,60,,,애매,0.3,False,False,False
03988-29391-00086-00-1,리첸시아,13,37.3969950851,126.9125750212,비부설,0.9,False,False,True
04052-29391-00063-00-1,양지경로당,1,,,비부설,0.9,False,True,False
04149-29392-00029-00-1,메르시,46,,,애매,0.3,False,False,False
04307-29391-00127-00-1,,3,,,부설,0.9,False,False,False
04637-29391-00010-00-1,비산그랜드지오,10,,,애매,0.3,False,False,False
04720-29391-00003-00-1,수리산성원상떼빌1차,498,37.3939060785,126.9171590499,부설,0.9,True,False,False
04727-29391-00015-00-1,제이엔제이홈타운,7,,,부설,0.9,True,False,False
04779-29391-00092-00-1,이룸렉스힐,26,,,애매,0.3,False,False,False
04915-29391-00100-00-1,뉴베스트빌Ⅱ,28,37.3980924528,126.914940891,부설,0.9,True,False,False
05008-29391-00080-00-1,,12,37.3918241333,126.9753457964,애매,0.3,False,False,False
05023-29391-00140-00-1,미성,6,,,애매,0.3,False,False,False
05074-29391-00003-00-1,중앙초등학교,15,37.3957389683,126.9381173534,부설,0.9,True,False,False
05075-29391-00052-00-1,,8,37.4047374592,126.9516273641,부설,0.9,False,False,False
05203-29391-00001-00-1,네이빌,8,37.4079545812,126.9168499111,부설,0.9,True,False,False
05511-29391-00011-00-1,망해암,4,37.4116405479,126.9261941275,애매,0.3,False,False,False
05573-29391-00096-00-1,세방 R&D 센터,47,37.4005090305,126.9711280329,애매,0.3,False,False,False
05804-29391-00122-00-1,,1,,,부설,0.9,False,False,False
06127-29391-00085-00-1,,2,,,부설,0.9,False,False,False
06589-29391-00052-00-1,초원아파트,829,37.3878821451,126.9646421768,부설,0.9,True,False,False
06596-29391-00040-00-1,하나힐빌라,16,37.409370466,126.9473186081,부설,0.9,True,False,False
06777-29391-00081-00-1,,3,,,부설,0.9,False,False,False
06953-29391-00172-00-1,,2,,,부설,0.9,False,False,False
06971-29391-00086-00-1,청명 메가탑,12,,,애매,0.3,False,False,False
06991-29391-00085-00-1,,3,37.4138364625,126.9119093204,부설,0.9,False,False,False
07017-29391-00118-00-1,목련아파트,197,37.3879297032,126.9560014346,부설,0.9,True,False,False
07237-29391-00017-00-1,,6,,,부설,0.9,False,False,False
07374-29391-00155-00-1,미담채,12,,,애매,0.3,False,False,False
07418-29391-00038-00-1,골드스타빌,7,37.4005891839,126.9187870655,부설,0.9,True,False,False
07427-29391-00068-00-1,,4,,,부설,0.9,False,False,False
07429-29391-00051-00-1,링크 오,21,,,애매,0.3,False,False,False
07516-29391-00104-00-1,럭키호계아파트,497,37.3760271226,126.9512709692,부설,0.9,True,False,False
07595-29391-00033-00-1,영화아이닉스아파트,148,37.4112398717,126.9145645684,부설,0.9,True,False,False
07595-29391-00047-00-1,JL HOUSE,8,,,애매,0.3,False,False,False
07606-29391-00076-00-1,리버리치빌,33,37.4071308082,126.9091747498,부설,0.9,True,False,False
07641-29391-00057-00-1,마르빌,24,,,부설,0.9,True,False,False
07685-29391-00058-00-1,서연그룹 R&D 센터,262,37.4012101417,126.9648979389,애매,0.3,False,False,False
07695-29391-00068-00-1,한국화낙(주) 경인TC 신축공사,74,,,부설,0.9,True,False,False
07936-29391-00049-00-1,부광모터스,22,37.4041520329,126.8900679895,애매,0.3,False,False,False
07937-29391-00050-00-1,parkⅢ,6,,,애매,0.3,False,False,False
08222-29391-00031-00-1,(주)에이씨앤티시스템,13,,,부설,0.9,True,False,False
08278-29391-00007-00-1,귀인마을현대홈타운,971,37.3854309209,126.9631979862,부설,0.9,True,False,False
08395-29391-00047-00-1,,5,,,부설,0.9,False,False,False
08701-29391-00165-00-1,보성팰리스21차,27,,,부설,0.9,True,False,False
08705-29391-00129-00-1,하이캐슬,28,37.4135419153,126.9183031717,부설,0.9,True,False,False
08740-29391-00212-00-1,한양수자인에듀파크,388,,,부설,0.9,True,False,False
08748-29391-00124-00-1,,2,37.4262719432,126.9138515421,부설,0.9,False,False,False
08760-29391-00157-00-1,브라운스빌,12,,,부설,0.9,True,False,False
08784-29391-00123-00-1,,4,37.4249515071,126.9120228338,부설,0.9,False,False,False
08795-29391-00195-00-1,가야에이스 10차,8,,,애매,0.3,False,False,False
08836-29391-00026-00-1,,3,37.4066464739,126.9121074936,부설,0.9,False,False,False
10003-29391-00139-00-1,,29,37.4068020246,126.9179219448,애매,0.3,False,False,False
10007-29391-00101-00-1,,6,37.4016153039,126.9122805236,부설,0.9,False,False,False
10007-29391-00124-00-1,신평촌일성트루엘파크,5,,,부설,0.9,True,False,False
10010-29391-00324-00-1,동영벤처스텔,105,37.3878034527,126.9394518256,애매,0.3,False,False,False
10011-29391-00349-00-1,평촌초등학교,36,37.388158399,126.9606491461,부설,0.9,True,False,False
10015-29391-00161-00-1,아트리움,7,,,애매,0.3,False,False,False
10016-29391-00334-00-1,,4,,,부설,0.9,False,False,False
10017-29391-00145-00-1,현대원룸,6,,,애매,0.3,False,False,False
10021-29391-00094-00-1,윤정빌라,9,37.4342774062,126.9011015448,부설,0.9,True,False,False
10021-29391-00156-00-1,풀하우스,24,,,부설,0.9,True,False,False
10025-29391-00146-00-1,한인종합상가,35,37.3931141848,126.9611344082,부설,0.9,True,False,False
10025-29391-00262-00-1,,3,,,부설,0.9,False,False,False
10885-29391-00233-00-1,파크애비뉴엘,30,,,부설,0.9,True,False,False
10904-29391-00133-00-1,,5,37.3836972426,126.9372510323,부설,0.9,False,False,False
10909-29391-00825-00-1,목련아파트,815,37.3859965845,126.9525743688,부설,0.9,True,False,False
10910-29391-00273-00-1,에스엘 평촌 R&D 센터,105,37.3984390283,126.9663719276,애매,0.3,False,False,False
10910-29391-00286-00-1,라움,11,,,애매,0.3,False,False,False
10911-29391-00157-00-1,비산 이-편한세상,623,37.3999111287,126.942541133,애매,0.3,False,False,False
10938-29391-00073-00-1,석수두산위브,986,37.43260887,126.901275482,애매,0.3,False,False,False
10947-29391-00129-00-1,한일아파트,121,37.3938536894,126.9776263168,부설,0.9,True,False,False
10948-29391-00249-00-1,이룸오션하임,8,,,애매,0.3,False,False,False
10949-29391-00343-00-1,서광아침의빛아파트,65,37.4050883878,126.9106093804,부설,0.9,True,False,False
10955-29391-00449-00-1,,61,,,애매,0.3,False,False,False
10955-29391-00468-00-1,더베이타운,40,,,부설,0.9,True,False,False
10955-29391-00492-00-1,예수교대한성결교회영암교회,10,,,부설,0.9,True,False,False
11020-29391-00035-00-1,,4,37.3981184564,126.9160250504,부설,0.9,False,False,False
11103-29391-00138-00-1,세강파크빌,8,,,부설,0.9,True,False,False
11112-29391-00061-00-1,,27,37.4067850376,126.8883834568,애매,0.3,False,False,False
11125-29391-00104-00-1,,2,,,부설,0.9,False,False,False
11131-29391-00104-00-1,,8,37.3885783173,126.946922124,부설,0.9,False,False,False
11137-29391-00139-00-1,골든캐슬3차,23,37.414851841,126.9106158524,부설,0.9,True,False,False
11140-29391-00191-00-1,만안종합사회복지관,31,37.402794938,126.9137745184,애매,0.3,False,False,False
11141-29391-00119-00-1,,1,,,부설,0.9,False,False,False
11155-29391-00138-00-1,동화센트럴타운,14,37.3926774043,126.9287106948,부설,0.9,True,False,False
11158-29391-00311-00-1,,2,,,부설,0.9,False,False,False
11160-29391-00304-00-1,일번가 이지움,63,37.3980847881,126.9249109143,애매,0.3,False,False,False
11161-29391-00272-00-1,까사리움,8,,,애매,0.3,False,False,False
11162-29391-00076-00-1,,2,37.3895904414,126.9382127464,부설,0.9,False,False,False
11167-29391-00469-00-1,한솔리치빌,20,37.4076772533,126.9121243616,부설,0.9,True,False,False
11168-29391-00349-00-1,신화타워,163,37.420047817,126.892028497,부설,0.9,True,False,False
11169-29391-00011-00-1,초원아파트,207,37.3890963406,126.963381388,부설,0.9,True,False,False
11176-29391-00016-00-1,선일하이츠빌라,9,37.4055635828,126.9639290772,부설,0.9,True,False,False
11186-29391-00206-00-1,,3,37.4095432769,126.8857814355,부설,0.9,False,False,False
11190-29391-00265-00-1,골드클래스,8,,,애매,0.3,False,False,False
11192-29391-00277-00-1,,5,,,부설,0.9,False,False,False
11306-29391-00060-00-1,엠제이빌딩,3,,,부설,0.9,True,False,False
11318-29391-00072-00-1,,4,,,부설,0.9,False,False,False
11344-29391-00007-00-1,유앤미,16,37.4033470503,126.9147226167,애매,0.3,False,False,False
11355-29391-00012-00-1,한라비발디아파트,1660,37.4031821101,126.9018743036,부설,0.9,True,False,False
11359-29391-00054-00-1,,6,,,부설,0.9,False,False,False
11413-29391-00192-00-1,코카콜라음료(주)안양물류센터,199,37.4062685745,126.8910904698,부설,0.9,True,False,False
11413-29391-00383-00-1,,2,,,부설,0.9,False,False,False
11425-29391-00044-00-1,,4,37.4170026537,126.9095378727,부설,0.9,False,False,False
11426-29391-00327-00-1,안양동 경남아너스빌,235,37.4061331547,126.9200958008,부설,0.9,True,False,False
11427-29391-00101-00-1,,14,,,애매,0.3,False,False,False
11431-29392-00083-00-1,미래타운,62,37.3681027306,126.9538364702,부설,0.9,True,False,False
11442-29391-00038-00-1,CS빌딩,8,,,부설,0.9,True,False,False
11457-29391-00179-00-1,우성홈타운2차,22,37.3823315036,126.9007317039,부설,0.9,True,False,False
11464-29391-00127-00-1,,8,37.4055863411,126.9678596414,부설,0.9,False,False,False
11468-29391-00006-00-1,,5,,,부설,0.9,False,False,False
11476-29391-00080-00-1,렉서스안양서비스센터,48,,,애매,0.3,False,False,False
11480-29391-00065-00-1,흥화아파트,197,37.381955771,126.9510458255,부설,0.9,True,False,False
11492-29391-00084-00-1,,7,,,부설,0.9,False,False,False
11497-29391-00065-00-1,아카데미테마타운,11,37.4012707093,126.9003950094,부설,0.9,True,False,False
11521-29391-00209-00-1,힐데스하임,36,,,애매,0.3,False,False,False
11523-29391-00100-00-1,드림타운,8,,,부설,0.9,True,False,False
11601-29391-00001-00-1,,3,37.3819130843,126.96243642,부설,0.9,False,False,False
11601-29391-00002-00-1,,2,37.3818481603,126.9622783756,부설,0.9,False,False,False
11601-29391-00003-00-1,,4,37.381783236,126.9621203315,부설,0.9,False,False,False
11601-29391-00004-00-1,,4,37.3817219156,126.9619622859,부설,0.9,False,False,False
11601-29391-00006-00-1,,4,37.3829297674,126.9634837507,부설,0.9,False,False,False
11601-29391-00007-00-1,,4,37.3828000144,126.9634657475,부설,0.9,False,False,False
11601-29391-00009-00-1,,2,37.388102564,126.9327305085,부설,0.9,False,False,False
11601-29391-00011-00-1,,2,37.3881567127,126.9328840332,부설,0.9,False,False,False
11601-29391-00012-00-1,,2,37.3884773123,126.9325946675,부설,0.9,False,False,False
11601-29391-00013-00-1,,4,37.3885278313,126.9327030273,부설,0.9,False,False,False
11601-29391-00014-00-1,,3,37.3881892186,126.9330059594,부설,0.9,False,False,False
11601-29391-00015-00-1,,2,37.3884704067,126.9331276648,부설,0.9,False,False,False
11601-29391-00016-00-1,갤럭시 뷰,35,37.3887516278,126.9333080907,애매,0.3,False,False,False
11601-29391-00018-00-1,,1,37.3881998231,126.9326400845,부설,0.9,False,False,False
11601-29391-00020-00-1,,1,37.388297418,126.9331413691,부설,0.9,False,False,False
11601-29391-00021-00-1,,2,37.3882145673,126.9332182293,부설,0.9,False,False,False
11601-29391-00022-00-1,,2,37.3879403774,126.9327261366,부설,0.9,False,False,False
11601-29391-00023-00-1,,1,37.388001706,126.9328299693,부설,0.9,False,False,False
11601-29391-00024-00-1,,4,37.3880234305,126.9330061069,부설,0.9,False,False,False
11601-29391-00025-00-1,,2,37.3883728451,126.9326850984,부설,0.9,False,False,False
11601-29391-00026-00-1,신호안차랑4차,8,37.3882608448,126.9322064111,애매,0.3,False,False,False
11601-29391-00027-00-1,,2,37.3883008891,126.932906489,부설,0.9,False,False,False
11601-29391-00028-00-1,,2,37.3886685319,126.9329513303,부설,0.9,False,False,False
11601-29392-00005-00-1,,4,37.3830667161,126.9634611016,부설,0.9,False,False,False
11601-29392-00008-00-1,,2,37.3826918636,126.9633754694,부설,0.9,False,False,False
11606-29391-00076-00-1,다운타운빌딩,123,37.3919225705,126.9547659376,부설,0.9,True,False,False
11606-29391-00077-00-1,,15,37.3910175066,126.9536372245,애매,0.3,False,False,False
11606-29391-00078-00-1,호계동 1044-1 제1종근린생활시설 (김도율),48,37.3910860603,126.9538314146,부설,0.9,True,False,False
11611-29391-00001-00-1,,2,37.3837007185,126.9624445614,부설,0.9,False,False,False
11611-29391-00002-00-1,,2,37.3838160222,126.9623586886,부설,0.9,False,False,False
11611-29391-00003-00-1,,2,37.3838664262,126.9621915492,부설,0.9,False,False,False
11611-29391-00004-00-1,,4,37.3886933951,126.9323099101,부설,0.9,False,False,False
11611-29391-00005-00-1,,6,37.3885997379,126.932395815,부설,0.9,False,False,False
11614-29391-00001-00-1,하늘빌리텔,9,37.386464047,126.9288701477,부설,0.9,True,False,False
11614-29391-00002-00-1,한솔씨티빌,8,37.3863666822,126.9287799047,부설,0.9,True,False,False
11614-29391-00003-00-1,안양동 상가주택,3,37.3859704411,126.9291280673,부설,0.9,True,False,False
11615-29391-00001-00-1,,5,37.3885384063,126.932287465,부설,0.9,False,False,False
11615-29391-00002-00-1,솔주택,8,37.3893458516,126.9325125852,부설,0.9,True,False,False
11615-29391-00003-00-1,맥스빌,10,37.3892736898,126.9323726253,부설,0.9,True,False,False
11615-29391-00004-00-1,이루다 관광호텔,27,37.3895298889,126.9329144277,부설,0.9,True,False,False
11615-29391-00006-00-1,,4,37.3891369918,126.9328244395,부설,0.9,False,False,False
11615-29391-00007-00-1,,2,37.3890936837,126.9327205892,부설,0.9,False,False,False
11615-29391-00008-00-1,,7,37.3889027491,126.9328653006,부설,0.9,False,False,False
11615-29391-00009-00-1,,1,37.386153672,126.9281703469,부설,0.9,False,False,False
11615-29392-00005-00-1,안양 숙박시설 신축공사,19,37.389288507,126.933077252,애매,0.3,False,False,False
11616-29391-00001-00-1,삼성아이파크,14,37.3889749077,126.9330007434,부설,0.9,True,False,False
11616-29391-00002-00-1,마이하우스,8,37.3854113086,126.9283020391,부설,0.9,True,False,False
11616-29391-00003-00-1,,1,37.3860239878,126.9282743553,부설,0.9,False,False,False
11616-29391-00004-00-1,,1,37.3861539073,126.9285587859,부설,0.9,False,False,False
11616-29391-00005-00-1,,2,37.3857718354,126.9284959144,부설,0.9,False,False,False
11616-29391-00006-00-1,,1,37.3857252571,126.9289521464,부설,0.9,False,False,False
11617-29391-00001-00-1,,6,37.3856311938,126.9283605469,부설,0.9,False,False,False
11617-29391-00002-00-1,,3,37.3856669575,126.9279043255,부설,0.9,False,False,False
11617-29391-00003-00-1,에덴빌라,3,37.3855624911,126.9279902428,부설,0.9,True,False,False
11617-29391-00004-00-1,주택동,1,37.3861861965,126.9283148515,부설,0.9,True,False,False
11617-29391-00005-00-1,,4,37.3864281552,126.9291186029,부설,0.9,False,False,False
11617-29391-00006-00-1,,1,37.3863525072,126.9291819086,부설,0.9,False,False,False
11617-29391-00007-00-1,,2,37.3820429303,126.962747993,부설,0.9,False,False,False
11619-29391-00001-00-1,,6,37.3885605906,126.9332721249,부설,0.9,False,False,False
11619-29391-00002-00-1,,1,37.3854987467,126.9298692494,부설,0.9,False,False,False
11619-29391-00003-00-1,,1,37.3856823297,126.929489675,부설,0.9,False,False,False
11619-29391-00004-00-1,,1,37.3853616328,126.9296028925,부설,0.9,False,False,False
11619-29391-00005-00-1,,1,37.385448088,126.9295305446,부설,0.9,False,False,False
11619-29391-00006-00-1,존스빌,25,37.3873170926,126.9331196556,부설,0.9,True,False,False
11619-29391-00007-00-1,,15,37.3871441167,126.9331559436,애매,0.3,False,False,False
11619-29391-00008-00-1,,4,37.3872379225,126.9333320155,부설,0.9,False,False,False
11619-29391-00009-00-1,대한예수교장로회안양평성교회,12,37.3879407583,126.9333991458,부설,0.9,True,False,False
11619-29391-00011-00-1,펠리스 호텔,26,37.3874146551,126.9335667332,부설,0.9,True,False,False
11619-29391-00012-00-1,,2,37.3869099069,126.9332555207,부설,0.9,False,False,False
11619-29391-00013-00-1,서경아파트,15,37.3867585605,126.9333008226,부설,0.9,True,False,False
11619-29391-00015-00-1,,12,37.3866397476,126.9335177325,애매,0.3,False,False,False
11619-29391-00016-00-1,,4,37.3870725244,126.9340277477,부설,0.9,False,False,False
11619-29391-00018-00-1,행복빌리지,8,37.3871516198,126.9336798852,부설,0.9,True,False,False
11619-29391-00021-00-1,만안구보건소,39,37.3858968654,126.9327415126,비부설,0.9,False,True,False
11619-29391-00022-00-1,한림시티빌아파트,36,37.3860196427,126.9331614586,부설,0.9,True,False,False
11619-29391-00023-00-1,,2,37.3856918588,126.9334959859,부설,0.9,False,False,False
11619-29392-00010-00-1,,5,37.3878904762,126.9337108522,부설,0.9,False,False,False
11619-29392-00014-00-1,거성타워,32,37.3865639472,126.9333145452,부설,0.9,True,False,False
11619-29392-00020-00-1,,29,37.3857454447,126.9326558303,애매,0.3,False,False,False
11619-29392-00024-00-1,호계동 금호아파트,159,37.3815365806,126.9484220353,부설,0.9,True,False,False
11620-29391-00001-00-1,,3,37.3828362778,126.9641928924,부설,0.9,False,False,False
11620-29391-00002-00-1,,2,37.3828939829,126.9643238446,부설,0.9,False,False,False
11620-29391-00003-00-1,,4,37.3829480838,126.9644547988,부설,0.9,False,False,False
11620-29391-00004-00-1,,3,37.3830021858,126.9645902697,부설,0.9,False,False,False
11620-29391-00005-00-1,,2,37.3830598905,126.9647212225,부설,0.9,False,False,False
11620-29391-00006-00-1,,2,37.3831103882,126.9648566954,부설,0.9,False,False,False
11620-29391-00007-00-1,,2,37.3829662472,126.964933544,부설,0.9,False,False,False
11620-29391-00008-00-1,,2,37.3829085427,126.9648025911,부설,0.9,False,False,False
11620-29391-00009-00-1,,2,37.3828544423,126.9646716368,부설,0.9,False,False,False
11620-29391-00010-00-1,,5,37.3828003403,126.9645361661,부설,0.9,False,False,False
11620-29391-00012-00-1,,4,37.3826921372,126.9642697419,부설,0.9,False,False,False
11620-29392-00011-00-1,,2,37.3827426354,126.9644052139,부설,0.9,False,False,False
11621-29391-00001-00-1,,90,37.3872336064,126.9320808657,애매,0.3,False,False,False
11621-29391-00003-00-1,내외프라자,23,37.3833830141,126.9607690724,부설,0.9,True,False,False
11621-29391-00004-00-1,갈미 o & m 프라자,25,37.3832568932,126.9608368866,부설,0.9,True,False,False
11621-29391-00005-00-1,,22,37.3831343749,126.9609001821,애매,0.3,False,False,False
11621-29391-00006-00-1,평촌프라자,21,37.3830118581,126.9609679939,부설,0.9,True,False,False
11621-29391-00008-00-1,귀인동,2,37.3815704547,126.9616868583,애매,0.3,False,False,False
11621-29391-00009-00-1,,3,37.3822011685,126.9616775044,부설,0.9,False,False,False
11621-29391-00010-00-1,,5,37.3869602748,126.9270042472,부설,0.9,False,False,False
11621-29391-00011-00-1,굿모닝하우스,15,37.3865134066,126.927067915,부설,0.9,True,False,False
11621-29391-00012-00-1,안양시장애인지원센터,12,37.3854721683,126.9276289937,비부설,0.9,False,True,False
11621-29391-00013-00-1,영진맨션,6,37.3852885169,126.9278866211,부설,0.9,True,False,False
11621-29391-00014-00-1,안양상업고등학교,2,37.3851948683,126.9279815611,부설,0.9,True,False,False
11621-29392-00007-00-1,하나로통신(주),64,37.3828388928,126.9610629308,부설,0.9,True,False,False
11657-29391-00001-00-1,,1,37.3857680808,126.9282474988,부설,0.9,False,False,False
11657-29391-00002-00-1,,2,37.3885027361,126.9329379273,부설,0.9,False,False,False
11657-29391-00003-00-1,,2,37.38865785,126.933181701,부설,0.9,False,False,False
11657-29391-00004-00-1,,5,37.388403672,126.9433674698,부설,0.9,False,False,False
11657-29391-00005-00-1,신원비젼타워,188,37.389390816,126.9425852984,부설,0.9,True,False,False
11657-29391-00006-00-1,,10,37.3881295221,126.9428708221,부설,0.9,False,False,False
