prk_center_id,name,cells,la,lo,klass,confidence,b_sig,p_sig,std_match
13941-29391-00013-00-1,,12,37.3868712477,126.9419548707,애매,0.3,False,False,False
13941-29391-00014-00-1,,5,37.3867163581,126.9421311441,부설,0.9,False,False,False
13941-29391-00015-00-1,(주)성화에스티근생빌딩,5,37.3864242893,126.9418513299,부설,0.9,True,False,False
13941-29391-00016-00-1,,7,37.3859883447,126.942158804,부설,0.9,False,False,False
13941-29391-00017-00-1,(주)코리아아피스,11,37.3855737346,126.9418745703,부설,0.9,True,False,False
13941-29391-00018-00-1,,13,37.3850296008,126.9420466237,애매,0.3,False,False,False
13941-29391-00031-00-1,,13,37.3931139972,126.9237323788,애매,0.3,False,False,False
13941-29391-00034-00-1,,3,37.3898151495,126.9220373458,부설,0.9,False,False,False
13941-29391-00037-00-1,스타빌딩,6,37.3864857549,126.9501756633,부설,0.9,True,False,False
13941-29391-00038-00-1,,4,37.3853610618,126.9496660217,부설,0.9,False,False,False
13941-29392-00002-00-1,,3,37.383511202,126.9331772348,부설,0.9,False,False,False
13943-29391-00003-00-1,,2,37.3781278769,126.9596879087,부설,0.9,False,False,False
13943-29391-00004-00-1,,2,37.3781783865,126.9598414344,부설,0.9,False,False,False
13943-29391-00005-00-1,,1,37.3780594712,126.9599002091,부설,0.9,False,False,False
13943-29391-00006-00-1,,2,37.3780089632,126.9597511998,부설,0.9,False,False,False
13943-29391-00007-00-1,,1,37.3779548509,126.9596021927,부설,0.9,False,False,False
13943-29391-00008-00-1,,4,37.3779043409,126.9594486676,부설,0.9,False,False,False
13943-29391-00009-00-1,,4,37.3777638583,126.9596745548,부설,0.9,False,False,False
13943-29391-00010-00-1,,2,37.3776305313,126.9597468858,부설,0.9,False,False,False
13943-29391-00011-00-1,,3,37.3774972042,126.9598192165,부설,0.9,False,False,False
13943-29391-00012-00-1,,3,37.377360273,126.9598915489,부설,0.9,False,False,False
13943-29391-00013-00-1,,3,37.3772269458,126.9599638791,부설,0.9,False,False,False
13943-29391-00014-00-1,,3,37.3770936186,126.9600362091,부설,0.9,False,False,False
13943-29391-00015-00-1,,7,37.377046718,126.9598962321,부설,0.9,False,False,False
13943-29391-00016-00-1,,2,37.3771800451,126.9598239019,부설,0.9,False,False,False
13943-29391-00017-00-1,,4,37.3773133722,126.9597515715,부설,0.9,False,False,False
13943-29391-00018-00-1,,4,37.3774466992,126.9596792409,부설,0.9,False,False,False
13943-29391-00019-00-1,,3,37.3775836303,126.959606908,부설,0.9,False,False,False
13943-29391-00020-00-1,,4,37.3777169588,126.9595390931,부설,0.9,False,False,False
13943-29391-00021-00-1,,2,37.377882907,126.9600086929,부설,0.9,False,False,False
13943-29391-00022-00-1,,3,37.3777495813,126.9600855396,부설,0.9,False,False,False
13943-29391-00023-00-1,,4,37.37761265,126.9601578717,부설,0.9,False,False,False
13943-29391-00024-00-1,,2,37.3774793226,126.9602302017,부설,0.9,False,False,False
13943-29391-00025-00-1,,2,37.3773459953,126.9603025315,부설,0.9,False,False,False
13943-29391-00026-00-1,,3,37.3772126679,126.9603748609,부설,0.9,False,False,False
13943-29391-00034-00-1,,3,37.3782758177,126.9601981673,부설,0.9,False,False,False
13943-29391-11010-00-1,인덕원초등학교,26,,,부설,0.9,True,False,False
13944-29391-00001-00-1,,4,37.3856786106,126.9505872178,부설,0.9,False,False,False
13944-29391-00003-00-1,하나 베스트 빌,6,37.3849714279,126.9487539159,부설,0.9,True,False,False
13944-29391-00004-00-1,,4,37.3847480269,126.9488760175,부설,0.9,False,False,False
13944-29392-00002-00-1,,2,37.3853576815,126.9501944765,부설,0.9,False,False,False
13944-29392-00005-00-1,,1,37.3849138815,126.9490294714,부설,0.9,False,False,False
13946-29391-11010-00-1,LK 하우스,7,,,부설,0.9,True,False,False
13947-29391-00034-00-1,,14,37.3912845078,126.9544049575,애매,0.3,False,False,False
13947-29391-11010-00-1,수자인,12,,,애매,0.3,False,False,False
13948-29391-00002-00-1,,10,37.3914360494,126.9548475369,부설,0.9,False,False,False
13948-29391-00008-00-1,,12,37.3907793601,126.9529372341,애매,0.3,False,False,False
13948-29391-00009-00-1,,12,37.3908370919,126.9531043276,애매,0.3,False,False,False
13948-29391-00010-00-1,,28,37.3909020424,126.953298519,애매,0.3,False,False,False
13948-29391-00011-00-1,,16,37.3899572388,126.9519711177,애매,0.3,False,False,False
13948-29391-00012-00-1,범계빌딩,20,37.3900221894,126.9521607889,부설,0.9,True,False,False
13948-29391-00017-00-1,로데오빌딩,8,37.3904912651,126.9535246237,부설,0.9,True,False,False
13948-29391-00020-00-1,성보빌딩,17,37.3907727009,126.9543375123,부설,0.9,True,False,False
13948-29391-00023-00-1,센터프라자,36,37.391101039,126.9552949241,부설,0.9,True,False,False
13948-29391-00024-00-1,백산프라자,23,37.390556629,126.9547893433,부설,0.9,True,False,False
13948-29392-00001-00-1,현대프라자,31,37.3913350225,126.9545539894,부설,0.9,True,False,False
13948-29392-00003-00-1,,19,37.390368015,126.9517495232,애매,0.3,False,False,False
13948-29392-00004-00-1,이랜드평촌프라자,16,37.3904329659,126.9519391952,부설,0.9,True,False,False
13948-29392-00005-00-1,제일빌딩(94-2호),30,37.3904870878,126.9520882215,부설,0.9,True,False,False
13948-29392-00006-00-1,조원빌딩,14,37.3906386381,126.9525307916,부설,0.9,True,False,False
13948-29392-00007-00-1,원천상가,17,37.3907180203,126.952761109,부설,0.9,True,False,False
13948-29392-00013-00-1,서련코아,28,37.3901232205,126.952449811,애매,0.3,False,False,False
13948-29392-00014-00-1,대명빌딩,20,37.3902242563,126.9527523849,부설,0.9,True,False,False
13948-29392-00015-00-1,아트타워빌딩,50,37.390307244,126.952987216,부설,0.9,True,False,False
13948-29392-00016-00-1,청구랜드,14,37.3904227091,126.9533259183,애매,0.3,False,False,False
13948-29392-00018-00-1,동안상가,36,37.3906031193,126.9538497788,부설,0.9,True,False,False
13948-29392-00019-00-1,범계타워,18,37.3907185801,126.9541839668,부설,0.9,True,False,False
13948-29392-00021-00-1,대건상가,36,37.3908520813,126.954572349,부설,0.9,True,False,False
13948-29392-00022-00-1,성우프라자,32,37.3909639326,126.9548975073,부설,0.9,True,False,False
13948-29392-00025-00-1,삼희월드프라자,66,37.3903729134,126.9550333711,부설,0.9,True,False,False
13949-29391-00001-00-1,한솔센트럴파크 I,344,37.3906397734,126.9554487761,부설,0.9,True,False,False
13949-29391-00002-00-1,백두 프라자,47,37.3902932344,126.9540216142,부설,0.9,True,False,False
13949-29391-00003-00-1,,22,37.3904411699,126.9544551552,애매,0.3,False,False,False
13949-29391-00004-00-1,봄빛병원,44,37.3901961178,126.9545230581,부설,0.9,True,False,False
13949-29391-00005-00-1,(주)우리은행 안양지점,25,37.3900842655,126.9541979037,부설,0.9,True,False,False
13949-29391-00006-00-1,평촌 코아 주차빌딩,485,37.3899722725,126.9535159101,부설,0.9,True,False,False
13949-29391-00010-00-1,,9,37.3820587217,126.9562397224,부설,0.9,False,False,False
13949-29391-00011-00-1,호계동 1058 교육연구시설 (김영식),39,37.3846005142,126.9587585321,애매,0.3,False,False,False
13949-29391-00013-00-1,호계동 1058-2 교육연구시설 (배영수),20,37.3843158442,126.9589122532,애매,0.3,False,False,False
13949-29391-00014-00-1,맥도날도 평촌점,5,37.384193327,126.9589755528,애매,0.3,False,False,False
13949-29391-00016-00-1,,6,37.383951898,126.9591066658,부설,0.9,False,False,False
13949-29391-00018-00-1,아카데미센타,20,37.3836924516,126.9592468209,애매,0.3,False,False,False
13949-29391-00019-00-1,신흥상가,17,37.3835375066,126.9593372364,부설,0.9,True,False,False
13949-29391-00020-00-1,,2,37.3825853564,126.9574362947,부설,0.9,False,False,False
13949-29391-00021-00-1,,2,37.3826430787,126.9575943405,부설,0.9,False,False,False
13949-29391-00022-00-1,,2,37.3826935942,126.9577569071,부설,0.9,False,False,False
13949-29391-00023-00-1,,4,37.3825746817,126.9578202051,부설,0.9,False,False,False
13949-29391-00024-00-1,,4,37.3825169597,126.9576621593,부설,0.9,False,False,False
13949-29391-00025-00-1,,2,37.3824628399,126.9574995952,부설,0.9,False,False,False
13949-29391-00026-00-1,,4,37.3823908841,126.9578519236,부설,0.9,False,False,False
13949-29392-00012-00-1,,29,37.3844383599,126.9588444369,애매,0.3,False,False,False
13949-29392-00015-00-1,평면조형 빌딩,19,37.3840744138,126.9590388501,부설,0.9,True,False,False
13949-29392-00017-00-1,,27,37.3838293822,126.9591744813,애매,0.3,False,False,False
13950-29391-00001-00-1,,2,37.3821242292,126.9579875677,부설,0.9,False,False,False
13950-29391-00002-00-1,,4,37.3820089158,126.9580373134,부설,0.9,False,False,False
13950-29391-00003-00-1,,2,37.3818899983,126.9580870609,부설,0.9,False,False,False
13950-29391-00004-00-1,,2,37.3818142384,126.9578793452,부설,0.9,False,False,False
13950-29391-00005-00-1,,3,37.3819115297,126.957825093,부설,0.9,False,False,False
13950-29391-00006-00-1,,2,37.382012425,126.9577708387,부설,0.9,False,False,False
13950-29391-00007-00-1,,3,37.3821097163,126.9577165862,부설,0.9,False,False,False
13950-29391-00008-00-1,,3,37.3822070074,126.9576623336,부설,0.9,False,False,False
13950-29391-00009-00-1,,2,37.3823079043,126.9576125953,부설,0.9,False,False,False
13950-29391-00021-00-1,,2,37.3824885854,126.9589629319,부설,0.9,False,False,False
13950-29391-00022-00-1,,2,37.3823588615,126.9590307502,부설,0.9,False,False,False
13950-29391-00023-00-1,,2,37.3823119596,126.9588907641,부설,0.9,False,False,False
13950-29391-00024-00-1,,2,37.3824380778,126.958818431,부설,0.9,False,False,False
13950-29391-00025-00-1,,2,37.3825678017,126.9587506123,부설,0.9,False,False,False
13950-29391-00026-00-1,,2,37.3828272476,126.9586104575,부설,0.9,False,False,False
13950-29391-00027-00-1,,2,37.3829569713,126.9585426381,부설,0.9,False,False,False
13950-29391-00028-00-1,,90,37.3829391286,126.9590530173,애매,0.3,False,False,False
13950-29391-00029-00-1,,2,37.3826797071,126.9592654351,부설,0.9,False,False,False
13950-29391-00030-00-1,,3,37.3825716029,126.9593196918,부설,0.9,False,False,False
13950-29391-00031-00-1,,3,37.3824635002,126.9593784649,부설,0.9,False,False,False
13950-29391-00032-00-1,,2,37.3824418212,126.9592203987,부설,0.9,False,False,False
13950-29391-00033-00-1,,2,37.3826003718,126.9591344989,부설,0.9,False,False,False
13950-29391-00034-00-1,중앙상가,16,37.3832528358,126.9594909532,부설,0.9,True,False,False
13950-29391-00036-00-1,,25,37.3829897832,126.9596265911,애매,0.3,False,False,False
13950-29392-00035-00-1,진평프라자,31,37.3831159034,126.9595587752,부설,0.9,True,False,False
13951-29391-00001-00-1,문원빌딩,23,37.382867267,126.9596944049,부설,0.9,True,False,False
13951-29391-00002-00-1,,33,37.3827447509,126.9597622184,애매,0.3,False,False,False
13951-29391-00004-00-1,,19,37.3823267524,126.9599882671,애매,0.3,False,False,False
13951-29391-00005-00-1,,40,37.3822042346,126.9600515632,애매,0.3,False,False,False
13951-29391-00006-00-1,협성골드프라자,30,37.3819267725,126.9602097872,부설,0.9,True,False,False
13951-29391-00007-00-1,,2,37.3822977459,126.9594779175,부설,0.9,False,False,False
13951-29391-00008-00-1,,2,37.3821788339,126.9595457289,부설,0.9,False,False,False
13951-29391-00009-00-1,,2,37.3820563163,126.9596090256,부설,0.9,False,False,False
13951-29391-00010-00-1,,2,37.3819337986,126.9596723221,부설,0.9,False,False,False
13951-29391-00020-00-1,,3,37.3822364298,126.9593424554,부설,0.9,False,False,False
13951-29391-00021-00-1,,4,37.3818901432,126.9584980605,부설,0.9,False,False,False
13951-29391-00022-00-1,,3,37.3818325204,126.9586200372,부설,0.9,False,False,False
13951-29391-00023-00-1,호계동 1067-2 단독주택 (조형준),7,37.3817640899,126.958755569,부설,0.9,True,False,False
13951-29391-00024-00-1,,1,37.3819947142,126.958647047,부설,0.9,False,False,False
13951-29391-00025-00-1,,2,37.3820344034,126.9587734869,부설,0.9,False,False,False
13951-29391-00026-00-1,,1,37.3818830565,126.9588458334,부설,0.9,False,False,False
13951-29391-00027-00-1,,5,37.3821642559,126.9590760211,부설,0.9,False,False,False
13951-29391-00028-00-1,,2,37.382066975,126.9591618873,부설,0.9,False,False,False
13951-29391-00029-00-1,,3,37.3819624749,126.9592161417,부설,0.9,False,False,False
13951-29391-00030-00-1,,3,37.3816163786,126.9589182426,부설,0.9,False,False,False
13951-29391-00031-00-1,,3,37.3816885106,126.9590627302,부설,0.9,False,False,False
13951-29391-00032-00-1,,2,37.3817390163,126.9592027133,부설,0.9,False,False,False
13951-29391-00033-00-1,,2,37.3817823137,126.9593427006,부설,0.9,False,False,False
13951-29391-00034-00-1,,4,37.3816129569,126.9594466707,부설,0.9,False,False,False
13951-29391-00035-00-1,,2,37.3815660617,126.9593247515,부설,0.9,False,False,False
13951-29391-00036-00-1,,5,37.3815227706,126.9592028305,부설,0.9,False,False,False
13951-29391-00037-00-1,,10,37.3814794777,126.9590763932,부설,0.9,False,False,False
13951-29391-00038-00-1,,6,37.3814397904,126.9589544705,부설,0.9,False,False,False
13951-29391-00039-00-1,,2,37.3815980232,126.9579652789,부설,0.9,False,False,False
13951-29391-00040-00-1,,3,37.3816521359,126.9581097756,부설,0.9,False,False,False
13951-29391-00041-00-1,,4,37.3816954442,126.9582768609,부설,0.9,False,False,False
13951-29391-00042-00-1,,4,37.3816234163,126.9584304606,부설,0.9,False,False,False
13951-29391-00043-00-1,,2,37.3815549876,126.9585705086,부설,0.9,False,False,False
13951-29391-00044-00-1,,5,37.3814432954,126.958669932,부설,0.9,False,False,False
13951-29391-00045-00-1,,3,37.3813099675,126.9587377519,부설,0.9,False,False,False
13951-29391-00046-00-1,,3,37.3812630638,126.9585932514,부설,0.9,False,False,False
13951-29391-00047-00-1,,4,37.3814035934,126.9585073616,부설,0.9,False,False,False
13951-29391-00048-00-1,,4,37.3814972444,126.958349234,부설,0.9,False,False,False
13951-29391-00049-00-1,,3,37.3815296238,126.9581866236,부설,0.9,False,False,False
13951-29391-00050-00-1,,4,37.3814719039,126.9580330961,부설,0.9,False,False,False
13951-29391-00051-00-1,,3,37.381299,126.9582951463,부설,0.9,False,False,False
13951-29391-00058-00-1,,5,37.3807512219,126.9584219092,부설,0.9,False,False,False
13951-29391-00059-00-1,,3,37.380884548,126.9583495729,부설,0.9,False,False,False
13951-29391-00060-00-1,,4,37.3810178741,126.9582772363,부설,0.9,False,False,False
13951-29391-00061-00-1,,2,37.381147596,126.9582049014,부설,0.9,False,False,False
13951-29391-00062-00-1,,2,37.3812845277,126.9581370788,부설,0.9,False,False,False
13951-29391-00063-00-1,,4,37.3810720861,126.9587062672,부설,0.9,False,False,False
13951-29391-00064-00-1,,3,37.3811261995,126.9588552799,부설,0.9,False,False,False
13951-29391-00065-00-1,,2,37.3809892706,126.9589321339,부설,0.9,False,False,False
13951-29391-00066-00-1,,3,37.3808487374,126.9590089897,부설,0.9,False,False,False
13951-29391-00067-00-1,,1,37.3807118084,126.9590858432,부설,0.9,False,False,False
13951-29391-00068-00-1,,4,37.3807479039,126.959243898,부설,0.9,False,False,False
13951-29391-00069-00-1,,3,37.3808092248,126.9593929065,부설,0.9,False,False,False
13951-29391-00070-00-1,,2,37.380870544,126.9595373988,부설,0.9,False,False,False
13951-29391-00071-00-1,,3,37.3809282589,126.9596818934,부설,0.9,False,False,False
13951-29391-00072-00-1,,4,37.3809895777,126.9598263862,부설,0.9,False,False,False
13951-29391-00073-00-1,,2,37.3810508979,126.9599753956,부설,0.9,False,False,False
13951-29391-00074-00-1,,2,37.3811086122,126.9601198908,부설,0.9,False,False,False
13951-29391-00075-00-1,,2,37.3809860958,126.9601877021,부설,0.9,False,False,False
13951-29391-00076-00-1,,2,37.3808634573,126.9598941997,부설,0.9,False,False,False
13951-29391-00077-00-1,,2,37.3808057427,126.9597497052,부설,0.9,False,False,False
13951-29391-00078-00-1,,2,37.3806831031,126.9594562042,부설,0.9,False,False,False
13951-29391-00079-00-1,,4,37.3806253879,126.9593117103,부설,0.9,False,False,False
13951-29391-00080-00-1,,5,37.3805712736,126.9591581819,부설,0.9,False,False,False
13951-29391-00081-00-1,,5,37.3805135549,126.9590046557,부설,0.9,False,False,False
13951-29391-00082-00-1,,4,37.3806576921,126.9589277983,부설,0.9,False,False,False
13951-29391-00084-00-1,,2,37.3809351557,126.9587786051,부설,0.9,False,False,False
13951-29391-00094-00-1,,3,37.3811408759,126.9596095166,부설,0.9,False,False,False
13951-29391-00095-00-1,,4,37.3810903722,126.9594740507,부설,0.9,False,False,False
13951-29391-00096-00-1,,4,37.3810362658,126.9593431033,부설,0.9,False,False,False
13951-29391-00097-00-1,건축허가번호 : 6호,2,37.3809533281,126.9592166882,부설,0.9,True,False,False
13951-29391-00098-00-1,제 105 호,2,37.3810722399,126.9591488774,애매,0.3,False,False,False
13951-29391-00100-00-1,건축허가번호:278호,3,37.3812565286,126.9605624239,부설,0.9,True,False,False
13951-29391-00101-00-1,건축ㅎ가번호('93 - 343호),2,37.3794217109,126.9595788242,애매,0.3,False,False,False
13951-29391-00102-00-1,건축허가번호 ('94-11호),2,37.3792775748,126.9596601954,부설,0.9,True,False,False
13951-29391-00103-00-1,,2,37.379129833,126.9597370519,부설,0.9,False,False,False
13951-29391-00104-00-1,제63호,2,37.3789820926,126.9598184244,애매,0.3,False,False,False
13951-29391-00105-00-1,,2,37.3788343507,126.9598952802,부설,0.9,False,False,False
13951-29391-00106-00-1,건축허가번호('94-45호),2,37.3795768039,126.9599219829,부설,0.9,True,False,False
13951-29391-00107-00-1,,4,37.3794506835,126.9599897951,부설,0.9,False,False,False
13951-29391-00108-00-1,건축허가번호 . ('94-15호),2,37.379324563,126.960057607,부설,0.9,True,False,False
13951-29391-00109-00-1,,2,37.3791984424,126.9601254186,부설,0.9,False,False,False
13951-29391-00110-00-1,,3,37.3790723218,126.9601932301,부설,0.9,False,False,False
13951-29391-00111-00-1,건축허가번호('94-2호),2,37.3789462012,126.9602610413,부설,0.9,True,False,False
13951-29391-00112-00-1,건축허가번호 : 93,2,37.3788920896,126.9601120319,부설,0.9,True,False,False
13951-29391-00113-00-1,허가번호 제16호,1,37.3790182086,126.9600397042,애매,0.3,False,False,False
13951-29391-00114-00-1,,2,37.3791443291,126.9599718926,부설,0.9,False,False,False
13951-29391-00115-00-1,,2,37.3792704495,126.9599040807,부설,0.9,False,False,False
13951-29391-00116-00-1,,3,37.37939657,126.9598362686,부설,0.9,False,False,False
13951-29391-00117-00-1,무한빌딩,4,37.3795226919,126.9597729726,부설,0.9,True,False,False
13951-29391-00118-00-1,제114호,2,37.3797282994,126.9602877267,애매,0.3,False,False,False
13951-29391-00130-00-1,,7,37.3786434418,126.9602160382,부설,0.9,False,False,False
13951-29391-00131-00-1,,8,37.3787011635,126.9603831104,부설,0.9,False,False,False
13951-29391-00132-00-1,,2,37.3780196504,126.959385378,부설,0.9,False,False,False
13951-29391-00133-00-1,,4,37.3780737629,126.9595343851,부설,0.9,False,False,False
13951-29391-11010-00-1,,1,,,부설,0.9,False,False,False
13951-29392-00003-00-1,원평비젼프라자,29,37.3826222331,126.9598255152,부설,0.9,True,False,False
13951-29392-00083-00-1,,2,37.3807946211,126.9588509446,부설,0.9,False,False,False
13951-29392-00099-00-1,흥일상가,53,37.3816168763,126.9603770601,부설,0.9,True,False,False
13952-29391-00001-00-1,하나베스트빌,7,37.3855053081,126.9498601433,부설,0.9,True,False,False
13952-29391-00003-00-1,,3,37.3857433156,126.950185188,부설,0.9,False,False,False
13952-29391-00004-00-1,,1,37.3854876671,126.9507634942,부설,0.9,False,False,False
13952-29391-00005-00-1,,2,37.3853147045,126.9508449076,부설,0.9,False,False,False
13952-29391-00006-00-1,"호계동 918-19 제1,2종근린생활시설 (박복희)",4,37.3851922197,126.9509759713,부설,0.9,True,False,False
13952-29391-00007-00-1,,5,37.385270896,126.9495170315,부설,0.9,False,False,False
13952-29392-00002-00-1,,3,37.3853179621,126.950018352,부설,0.9,False,False,False
13953-29391-00001-00-1,,2,37.3820354093,126.9617679186,부설,0.9,False,False,False
13953-29391-00002-00-1,하나빌리지,4,37.3867122402,126.9280614116,부설,0.9,True,False,False
13953-29391-00003-00-1,개성하이뷰,13,37.3871156614,126.9276725819,애매,0.3,False,False,False
13953-29391-00004-00-1,,8,37.3871623097,126.9273382942,부설,0.9,False,False,False
13953-29391-00005-00-1,,3,37.3872342303,126.9270762504,부설,0.9,False,False,False
13953-29391-00006-00-1,,5,37.3826161356,126.9632400105,부설,0.9,False,False,False
13953-29391-00007-00-1,,4,37.382558425,126.96309551,부설,0.9,False,False,False
13953-29391-00008-00-1,,4,37.3830956142,126.9636733655,부설,0.9,False,False,False
13953-29391-00009-00-1,,4,37.3831497117,126.9637907699,부설,0.9,False,False,False
13954-29391-00001-00-1,,3,37.3822303717,126.9628382303,부설,0.9,False,False,False
13954-29391-00002-00-1,,2,37.3821114578,126.9629060363,부설,0.9,False,False,False
13954-29391-00003-00-1,임평택씨 주택,2,37.3866477713,126.9287299544,부설,0.9,True,False,False
13954-29391-00004-00-1,프라다빌라,7,37.3869500139,126.927903097,부설,0.9,True,False,False
13954-29391-00005-00-1,안양동 495-2 공동주택 (김숙용),9,37.3868455723,126.9280296668,부설,0.9,True,False,False
13954-29391-00006-00-1,,3,37.3865213633,126.9282919486,부설,0.9,False,False,False
13954-29391-00007-00-1,,4,37.3866149874,126.9281563565,부설,0.9,False,False,False
13954-29391-11011-00-1,늘사랑교회,94,,,부설,0.9,True,False,False
13955-29391-00001-00-1,,2,37.3833300675,126.9642875055,부설,0.9,False,False,False
13955-29391-00002-00-1,,3,37.3833733548,126.9644139489,부설,0.9,False,False,False
13955-29391-00003-00-1,,2,37.383420246,126.9645403908,부설,0.9,False,False,False
13955-29391-00004-00-1,,21,37.3646160359,126.9595145204,애매,0.3,False,False,False
13955-29391-00005-00-1,유환프라자A동,91,37.3635350853,126.960345931,부설,0.9,True,False,False
13955-29391-00006-00-1,일신건영 장미아파트,172,37.3655905764,126.9639391899,부설,0.9,True,False,False
13955-29391-00007-00-1,,15,37.3661132486,126.9641918097,애매,0.3,False,False,False
13955-29391-00008-00-1,,7,37.3662719974,126.9647516617,부설,0.9,False,False,False
13955-29391-00009-00-1,수양빌딩,2,37.3658971205,126.9645847628,부설,0.9,True,False,False
13955-29391-00010-00-1,금호아파트,18,37.3650967143,126.9636143121,부설,0.9,True,False,False
13955-29391-00011-00-1,금호빌라트,7,37.3648300244,126.9636595955,부설,0.9,True,False,False
13955-29391-00012-00-1,예사랑교회,5,37.3652082822,126.9630994935,부설,0.9,True,False,False
13955-29391-00013-00-1,,4,37.36441929,126.9640977906,부설,0.9,False,False,False
13955-29391-00014-00-1,,2,37.3640984681,126.9639128115,부설,0.9,False,False,False
13955-29391-00015-00-1,,8,37.3640156163,126.9640528288,부설,0.9,False,False,False
13955-29392-11011-00-1,하늘빛 재활의학병원,40,,,부설,0.9,True,False,False
13956-29391-00001-00-1,영풍주상복합아파트,45,37.3649655349,126.9592253428,부설,0.9,True,False,False
13956-29391-00002-00-1,,1,37.384993154,126.9489887677,부설,0.9,False,False,False
13957-29391-00010-00-1,,2,37.3818148865,126.9597401329,부설,0.9,False,False,False
13957-29391-00011-00-1,,2,37.3816923688,126.9598034289,부설,0.9,False,False,False
13957-29391-00012-00-1,,2,37.3818004131,126.959573031,부설,0.9,False,False,False
13957-29391-00013-00-1,,2,37.3819445507,126.9594961734,부설,0.9,False,False,False
13957-29391-00014-00-1,,4,37.3820886882,126.9594193155,부설,0.9,False,False,False
13957-29391-11013-00-1,RAON HEIM,19,,,애매,0.3,False,False,False
13958-29391-00010-00-1,,4,37.3811692843,126.9583855469,부설,0.9,False,False,False
13958-29391-00011-00-1,,4,37.3809170452,126.9585211789,부설,0.9,False,False,False
13958-29391-00012-00-1,,2,37.3807909271,126.958593511,부설,0.9,False,False,False
13958-29391-00013-00-1,,5,37.3806648075,126.9586613265,부설,0.9,False,False,False
13958-29391-00014-00-1,,4,37.3805386877,126.9587291417,부설,0.9,False,False,False
13958-29391-00015-00-1,,2,37.3804125664,126.9587924403,부설,0.9,False,False,False
13958-29391-00016-00-1,,2,37.3803548473,126.9586389146,부설,0.9,False,False,False
13958-29391-00017-00-1,,3,37.3804845694,126.9585665811,부설,0.9,False,False,False
13958-29391-00018-00-1,,2,37.3806178957,126.9584942453,부설,0.9,False,False,False
13958-29391-11013-00-1,,128,,,애매,0.3,False,False,False
13960-29391-00001-00-1,관양동 00시설,15,37.3910155097,126.9697178445,애매,0.3,False,False,False
13960-29391-00002-00-1,강신정밀,7,37.3969833018,126.9675335462,부설,0.9,True,False,False
13960-29391-00003-00-1,,1,,,부설,0.9,False,False,False
13960-29391-00005-00-1,,2,37.3970841227,126.9671946983,부설,0.9,False,False,False
13960-29391-00006-00-1,현우법조빌딩,6,37.3967514485,126.9634499419,부설,0.9,True,False,False
13960-29391-00009-00-1,,16,37.3990107911,126.96211618,애매,0.3,False,False,False
13960-29391-00010-00-1,관양동세차장(근생동),9,37.4000593328,126.9613521828,부설,0.9,True,False,False
13960-29391-00011-00-1,관양 두산 벤처다임,230,37.4018774389,126.9667724647,애매,0.3,False,False,False
13960-29391-00012-00-1,,6,37.4077371148,126.9542910741,부설,0.9,False,False,False
13960-29391-00013-00-1,,6,37.4078415648,126.9541148072,부설,0.9,False,False,False
13960-29392-00004-00-1,안양법조타운,27,37.3973171905,126.9631289314,부설,0.9,True,False,False
13960-29392-00007-00-1,1,39,37.3977460005,126.96288478,애매,0.3,False,False,False
13960-29392-00008-00-1,우양타운,39,37.3980523009,126.9627355531,부설,0.9,True,False,False
13961-29391-00001-00-1,,0,37.4036570966,126.9537830427,부설,0.9,False,False,False
13961-29391-00002-00-1,구스토쏘,1,37.4036679864,126.9539818187,애매,0.3,False,False,False
13961-29391-00003-00-1,허가번호:210호,4,37.4036356093,126.9541354432,애매,0.3,False,False,False
13961-29391-00004-00-1,건축허가no. 132,6,37.4036608939,126.9542799969,부설,0.9,True,False,False
13961-29391-00006-00-1,,7,37.4033726249,126.9544292585,부설,0.9,False,False,False
13961-29391-00008-00-1,은하수맨숀,7,37.4034121475,126.9541129905,애매,0.3,False,False,False
13961-29391-00009-00-1,관양동다세대주택(아트빌),7,37.4033004454,126.9541763073,부설,0.9,True,False,False
13961-29391-00010-00-1,대주다세대,4,37.4032245997,126.9537652373,애매,0.3,False,False,False
13961-29391-00011-00-1,,4,37.4032029274,126.9536432711,부설,0.9,False,False,False
13961-29391-00012-00-1,삼손카세차장,1,37.4031668067,126.9534399943,애매,0.3,False,False,False
13961-29391-00013-00-1,성우파크빌,7,37.4029794814,126.9536614798,부설,0.9,True,False,False
13961-29391-00014-00-1,알포메빌,8,37.403011987,126.9538376519,부설,0.9,True,False,False
13961-29391-00015-00-1,알포메빌 2차,8,37.4030444924,126.9540138242,부설,0.9,True,False,False
13961-29391-00016-00-1,,4,37.402871514,126.9540591073,부설,0.9,False,False,False
13961-29391-00017-00-1,,3,37.4034125564,126.9551791844,부설,0.9,False,False,False
13961-29391-00018-00-1,해담채,10,37.403279214,126.9552018526,애매,0.3,False,False,False
13961-29391-00019-00-1,,6,37.4033117173,126.9553780261,부설,0.9,False,False,False
13961-29391-00020-00-1,,14,37.4032254244,126.9559247263,애매,0.3,False,False,False
13961-29391-00021-00-1,,4,37.403160419,126.9555723794,부설,0.9,False,False,False
13961-29392-00007-00-1,관양동다세대주택,7,37.4032857361,126.9534263675,부설,0.9,True,False,False
13962-29391-00001-00-1,관양동 00 공동주택,7,37.4046708272,126.9563711466,부설,0.9,True,False,False
13962-29391-00002-00-1,,3,37.404677992,126.9562536784,부설,0.9,False,False,False
