pid,lat,lon,zone_commercial_ratio,zone_residential_ratio,zone_industrial_ratio,zone_green_ratio,zone_other_ratio,zone_covered,zone_truncated,land_price,land_price_500m_mean,land_price_n,cad_truncated,daynight_axis
std:208-2-000033,37.390812,126.908432,0.0,0.4342267500993511,0.0,0.5657732499006488,0.0,1.0000047884796208,0,1924000.0,1399183.2497492477,997,1,0.0
std:208-2-000034,37.393163,126.90803,0.0,0.4106354670749217,0.0,0.5893645329250783,0.0,1.0000049809184364,0,1848000.0,1433624.3927125507,988,1,0.0
std:208-2-000035,37.38309,126.901602,0.0,0.1401859467354438,0.0,0.8598140532645562,0.0,0.999999999999998,0,1708000.0,858457.5257731959,485,0,0.0
std:208-2-000036,37.371784,126.904387,0.0,0.0,0.0,1.0,0.0,0.9999999999999976,0,759000.0,152854.4623655914,186,0,
std:208-2-000037,37.393665,126.910424,0.0,0.537791370214654,0.0,0.4622086297853461,0.0,1.0000025339488146,0,,1535983.3333333333,984,1,0.0
std:208-2-000039,37.392245,126.904552,0.0,0.2703386290516112,0.0,0.7296613709483887,0.0,0.9999999358633496,0,2164000.0,1434001.3,1000,1,0.0
std:208-2-000040,37.392941,126.90813,0.0,0.421677023953064,0.0,0.578322976046936,0.0,1.00000478253182,0,,1439153.036437247,988,1,0.0
std:208-2-000041,37.393665,126.91045,0.0,0.5387338005588266,0.0,0.4612661994411735,0.0,1.0000020256981312,0,,1537497.7642276422,984,1,0.0
std:208-2-000042,37.41149,126.913689,0.0092624673627416,0.7186113615646672,0.0,0.272126171072591,0.0,1.000001063543115,0,,1985885.110663984,994,1,0.012725374913383993
std:208-2-000043,37.422338,126.909473,0.0,0.3793465287148423,0.0,0.6206534712851577,0.0,1.0000014058477962,0,2094000.0,1165521.1704312116,974,1,0.0
std:208-2-000044,37.41838,126.918319,0.0606886568188889,0.3698452524545996,0.0,0.5694660907265116,0.0,1.0000000762303642,0,2214000.0,1454549.7497497497,999,1,0.14096138657533147
std:208-2-000023,37.389804,126.92982,0.4940412013324066,0.360259153097628,0.0654342125958287,0.0802654329741365,0.0,1.0010930924069197,0,,2268491.6916916915,999,1,0.5782991880671958
std:208-2-000024,37.390692,126.929122,0.509080715155615,0.3921966745774256,0.0308280862914089,0.0678945239755505,0.0,1.00207643258574,0,2831000.0,2383235.470941884,998,1,0.5648435442349279
std:208-2-000025,37.406218,126.912413,0.0,0.8624464889261887,0.0,0.1375535110738112,0.0,0.999997075367865,0,,2076869.0,1000,1,0.0
std:208-2-000026,37.39892,126.912877,0.0029104029096545,0.7754320688329109,0.0,0.2216575282574344,0.0,1.0253401367187036,0,2130000.0,2055287.9275653923,994,1,0.003739231784613583
std:208-2-000027,37.396556,126.912432,0.0,0.6815910947063291,0.0,0.3184089052936708,0.0,1.020511870800102,0,2495000.0,1678989.6761133603,988,1,0.0
std:208-2-000028,37.3955995197,126.913219,0.0,0.6952399901028786,0.0,0.3047600098971214,0.0,1.0013409404873097,0,,1817514.028056112,998,1,0.0
