pool,mae_pp,spearman,ci_lo,ci_hi,n_eval
67 / 67 (a05 재현),20.367429613071646,0.7103519833985155,0.5668698834477476,0.812005874355375,67
45 / 45 (학습까지 좁힘 · 과했던 설계),21.441083724409797,0.2686429512516469,-0.027021785567140865,0.5210861864740426,45
**67 / 노외 45** ★,21.134307966303695,0.3073781291172595,0.015217203182805455,0.5511812170368565,45
**67 / 노외 60면 이하 19**,22.35786974067196,0.48947368421052634,0.045345844301861365,0.772040279153033,19
**67 / 노외 45 · 운영시간 외만**,23.79700016265755,0.3049185641358075,0.0010880363231918061,0.5572107965648667,42
