parking_id,name,horizon,access_group,n,n_lots,n_days,persistence_mae,ml_mae,persistence_rmse,ml_rmse,gain_pp,gain_pct,status
7,안양2동노외,15,accessible,696,1,7,0.305316091954023,0.305316091954023,1.1797805659986293,1.1797805659986293,0.0,0.0,tie
7,안양2동노외,30,accessible,657,1,7,0.60882800608828,0.5492188045448275,1.8350967028131786,1.7056935106969826,0.059609201543452506,9.790811353512076,better
7,안양2동노외,60,accessible,585,1,7,1.2008547008547008,0.8116148935660393,3.1231832325807436,2.378562388534441,0.3892398072886615,32.41356402332626,better
7,안양2동노외,120,accessible,453,1,7,2.240618101545254,0.6608558300389432,5.382704704307569,1.704437846706316,1.5797622715063109,70.50564620614372,better
8,안양4동노외,15,accessible,1427,1,7,2.330886122385631,1.985582092838117,3.842494773440255,3.2167478269022465,0.34530402954751405,14.814281411315793,better
8,안양4동노외,30,accessible,1340,1,7,3.854552739657417,2.6017560441872223,6.536332067308806,4.19081098819776,1.2527966954701948,32.50173963326132,better
8,안양4동노외,60,accessible,1183,1,7,6.886711636324439,3.6096364304982664,11.548410435915809,5.882661513191061,3.277075205826173,47.58548606189653,better
8,안양4동노외,120,accessible,950,1,7,12.433062522077005,4.505623502837613,19.841854582066546,6.794176727882171,7.927439019239392,63.760951938936074,better
9,예술공원노외,15,accessible,1427,1,7,1.5688090232589178,1.4044004966208672,2.327534638319088,2.077271195969724,0.1644085266380506,10.479830508401943,better
9,예술공원노외,30,accessible,1340,1,7,2.6350390902629712,2.035511491682843,3.8062463691252884,2.9035923261220566,0.5995275985801283,22.752133006129206,better
9,예술공원노외,60,accessible,1183,1,7,4.611963128446644,2.9070863748806026,6.593315744475566,3.9703204710700106,1.7048767535660412,36.966400339376975,better
9,예술공원노외,120,accessible,950,1,7,7.852756892230577,3.900239317328182,11.528402350157018,5.2847857407665115,3.952517574902395,50.3328656310877,better
10,인덕원환승,15,accessible,1427,1,7,1.42079364223723,1.2348052191755214,2.20673619465687,1.9178296743954752,0.1859884230617086,13.090459974809916,better
10,인덕원환승,30,accessible,1340,1,7,2.5463342627521732,1.8630619965155761,3.836593943953836,2.9548379014949773,0.6832722662365971,26.83356526405496,better
10,인덕원환승,60,accessible,1183,1,7,4.793178081428294,3.0170610787908516,6.950684976533013,4.854255776620941,1.776117002637442,37.055101489327235,better
10,인덕원환승,120,accessible,950,1,7,8.608444187391557,4.187757304854683,11.886379305901732,7.310253217035379,4.420686882536874,51.35291332912022,better
11,일번가노외,15,accessible,1427,1,7,2.9092607929328325,2.6852013577832823,4.244759502523859,3.9515662073053255,0.22405943514955018,7.701593328925159,better
11,일번가노외,30,accessible,1340,1,7,4.805517865219357,3.882212803222243,6.84533459047329,5.756668352908778,0.9233050619971137,19.213435219535235,better
11,일번가노외,60,accessible,1183,1,7,8.106423491038875,5.427622919371843,10.820615116124678,7.727938082064735,2.678800571667032,33.0454062093878,better
11,일번가노외,120,accessible,950,1,7,12.145667198298776,6.655113540398057,15.29455781238182,9.013653562152593,5.490553657900719,45.20586286663421,better
12,관악역1환승,15,accessible,1427,1,7,0.7246607632031601,0.7208510177770361,1.5769346843177274,1.561072979599063,0.0038097454261240005,0.5257281226713707,better
12,관악역1환승,30,accessible,1340,1,7,1.2432157394843963,1.17783563162281,2.328852446809,2.1674906313961797,0.06538010786158632,5.258951104391718,better
12,관악역1환승,60,accessible,1183,1,7,2.082532851763621,1.8476174808360182,3.5089687891475485,2.7478025723777035,0.23491537092760284,11.280272036460868,better
12,관악역1환승,120,accessible,950,1,7,3.7822966507177034,2.970556559806821,5.7980925603143865,4.1045726394582855,0.8117400909108823,21.461565970951852,better
13,관악역2환승,15,accessible,1427,1,7,1.6437646628682858,1.6446477634937364,2.7084264540763843,2.7079009834564025,-0.0008831006254506057,-0.053724273638395416,worse
13,관악역2환승,30,accessible,1340,1,7,2.5438027255029203,2.553433811861028,3.8155716514118208,3.8040934975967016,-0.009631086358107499,-0.37860979790417487,worse
13,관악역2환승,60,accessible,1183,1,7,3.592561284868977,3.5955290748902415,5.10004072059213,5.011624048289157,-0.0029677900212643493,-0.08260930812131118,worse
13,관악역2환승,120,accessible,950,1,7,5.31121281464531,4.799020906871041,7.155687270444869,6.543814659795732,0.5121919077742687,9.643596023151892,better
14,호계3동노외,15,accessible,315,1,5,0.5537098560354375,0.5537098560354375,1.6626054720563732,1.6626054720563732,0.0,0.0,tie
