horizon,access_group,weekday_group,n,n_lots,n_days,persistence_mae,ml_mae,persistence_rmse,ml_rmse,gain_pp,gain_pct,status,fold,test_date
120,all,weekday,7805,66,1,9.532558982731528,5.515629560555621,15.720748106994098,9.4396842539254,4.016929422175907,42.139046078316184,better,3,2026-09-14
120,all,weekend,0,0,0,,,,,,,unavailable,3,2026-09-14
120,accessible,all,7805,66,1,9.532558982731528,5.515629560555621,15.720748106994098,9.4396842539254,4.016929422175907,42.139046078316184,better,3,2026-09-14
120,accessible,weekday,7805,66,1,9.532558982731528,5.515629560555621,15.720748106994098,9.4396842539254,4.016929422175907,42.139046078316184,better,3,2026-09-14
120,accessible,weekend,0,0,0,,,,,,,unavailable,3,2026-09-14
120,closed,all,0,0,0,,,,,,,unavailable,3,2026-09-14
120,closed,weekday,0,0,0,,,,,,,unavailable,3,2026-09-14
120,closed,weekend,0,0,0,,,,,,,unavailable,3,2026-09-14
120,unknown,all,0,0,0,,,,,,,unavailable,3,2026-09-14
120,unknown,weekday,0,0,0,,,,,,,unavailable,3,2026-09-14
120,unknown,weekend,0,0,0,,,,,,,unavailable,3,2026-09-14
120,all,all,6666,66,1,11.155149509196201,7.033150495216438,17.3134264472411,11.709552173889659,4.121999013979764,36.9515353477031,better,4,2026-09-15
120,all,weekday,6666,66,1,11.155149509196201,7.033150495216438,17.3134264472411,11.709552173889659,4.121999013979764,36.9515353477031,better,4,2026-09-15
120,all,weekend,0,0,0,,,,,,,unavailable,4,2026-09-15
120,accessible,all,6666,66,1,11.155149509196201,7.033150495216438,17.3134264472411,11.709552173889659,4.121999013979764,36.9515353477031,better,4,2026-09-15
120,accessible,weekday,6666,66,1,11.155149509196201,7.033150495216438,17.3134264472411,11.709552173889659,4.121999013979764,36.9515353477031,better,4,2026-09-15
120,accessible,weekend,0,0,0,,,,,,,unavailable,4,2026-09-15
120,closed,all,0,0,0,,,,,,,unavailable,4,2026-09-15
120,closed,weekday,0,0,0,,,,,,,unavailable,4,2026-09-15
120,closed,weekend,0,0,0,,,,,,,unavailable,4,2026-09-15
120,unknown,all,0,0,0,,,,,,,unavailable,4,2026-09-15
120,unknown,weekday,0,0,0,,,,,,,unavailable,4,2026-09-15
120,unknown,weekend,0,0,0,,,,,,,unavailable,4,2026-09-15
120,all,all,9349,66,1,11.2148454106681,7.27129706439155,17.683086441940414,11.925698677037065,3.9435483462765504,35.16364427569601,better,5,2026-09-16
120,all,weekday,9349,66,1,11.2148454106681,7.27129706439155,17.683086441940414,11.925698677037065,3.9435483462765504,35.16364427569601,better,5,2026-09-16
120,all,weekend,0,0,0,,,,,,,unavailable,5,2026-09-16
120,accessible,all,9349,66,1,11.2148454106681,7.27129706439155,17.683086441940414,11.925698677037065,3.9435483462765504,35.16364427569601,better,5,2026-09-16
120,accessible,weekday,9349,66,1,11.2148454106681,7.27129706439155,17.683086441940414,11.925698677037065,3.9435483462765504,35.16364427569601,better,5,2026-09-16
120,accessible,weekend,0,0,0,,,,,,,unavailable,5,2026-09-16
120,closed,all,0,0,0,,,,,,,unavailable,5,2026-09-16
120,closed,weekday,0,0,0,,,,,,,unavailable,5,2026-09-16
120,closed,weekend,0,0,0,,,,,,,unavailable,5,2026-09-16
120,unknown,all,0,0,0,,,,,,,unavailable,5,2026-09-16
120,unknown,weekday,0,0,0,,,,,,,unavailable,5,2026-09-16
120,unknown,weekend,0,0,0,,,,,,,unavailable,5,2026-09-16
120,all,all,2875,66,1,8.60176228223718,4.716814225198216,14.828794816741668,7.931203836153462,3.8849480570389643,45.16455965147355,better,6,2026-09-17
120,all,weekday,2875,66,1,8.60176228223718,4.716814225198216,14.828794816741668,7.931203836153462,3.8849480570389643,45.16455965147355,better,6,2026-09-17
120,all,weekend,0,0,0,,,,,,,unavailable,6,2026-09-17
120,accessible,all,2875,66,1,8.60176228223718,4.716814225198216,14.828794816741668,7.931203836153462,3.8849480570389643,45.16455965147355,better,6,2026-09-17
120,accessible,weekday,2875,66,1,8.60176228223718,4.716814225198216,14.828794816741668,7.931203836153462,3.8849480570389643,45.16455965147355,better,6,2026-09-17
120,accessible,weekend,0,0,0,,,,,,,unavailable,6,2026-09-17
120,closed,all,0,0,0,,,,,,,unavailable,6,2026-09-17
120,closed,weekday,0,0,0,,,,,,,unavailable,6,2026-09-17
120,closed,weekend,0,0,0,,,,,,,unavailable,6,2026-09-17
120,unknown,all,0,0,0,,,,,,,unavailable,6,2026-09-17
120,unknown,weekday,0,0,0,,,,,,,unavailable,6,2026-09-17
120,unknown,weekend,0,0,0,,,,,,,unavailable,6,2026-09-17
120,all,all,8219,66,1,8.737583367511062,6.100642205567414,14.425251948604316,9.803125197126272,2.636941161943648,30.179296162696208,better,7,2026-09-18
120,all,weekday,8219,66,1,8.737583367511062,6.100642205567414,14.425251948604316,9.803125197126272,2.636941161943648,30.179296162696208,better,7,2026-09-18
120,all,weekend,0,0,0,,,,,,,unavailable,7,2026-09-18
120,accessible,all,8219,66,1,8.737583367511062,6.100642205567414,14.425251948604316,9.803125197126272,2.636941161943648,30.179296162696208,better,7,2026-09-18
120,accessible,weekday,8219,66,1,8.737583367511062,6.100642205567414,14.425251948604316,9.803125197126272,2.636941161943648,30.179296162696208,better,7,2026-09-18
120,accessible,weekend,0,0,0,,,,,,,unavailable,7,2026-09-18
120,closed,all,0,0,0,,,,,,,unavailable,7,2026-09-18
120,closed,weekday,0,0,0,,,,,,,unavailable,7,2026-09-18
120,closed,weekend,0,0,0,,,,,,,unavailable,7,2026-09-18
120,unknown,all,0,0,0,,,,,,,unavailable,7,2026-09-18
120,unknown,weekday,0,0,0,,,,,,,unavailable,7,2026-09-18
120,unknown,weekend,0,0,0,,,,,,,unavailable,7,2026-09-18
